ID	Type	Nanog	Pou5f3	Sox19b
atac_L11739	typ_enh	0	0	3
atac_L33265	typ_enh	2	1	1
atac_L01787	typ_enh	2	2	0
atac_P05398	typ_enh	0	0	1
atac_L38345	typ_enh	2	2	1
atac_P01659	typ_enh	0	1	2
atac_L35618	typ_enh	1	0	1
atac_L28486	typ_enh	1	0	0
atac_L07886	typ_enh	0	1	0
atac_L39066	typ_enh	0	0	0
atac_L02023	typ_enh	2	1	0
atac_L27902	typ_enh	0	0	0
atac_L24002	typ_enh	0	0	0
atac_L06552	typ_enh	1	0	1
atac_L00554	typ_enh	0	0	1
atac_L22225	typ_enh	1	0	0
atac_L28046	typ_enh	0	0	1
atac_L05880	typ_enh	0	0	0
atac_L33280	typ_enh	1	0	2
atac_L03085	typ_enh	1	1	1
atac_L05607	typ_enh	0	1	0
atac_L22868	typ_enh	0	0	0
atac_L34924	typ_enh	2	0	0
atac_L00485	typ_enh	2	2	1
atac_L39904	typ_enh	2	0	0
atac_L33936	typ_enh	0	0	2
atac_L39774	typ_enh	1	1	1
atac_P03520	typ_enh	2	0	1
atac_L08612	typ_enh	0	0	1
atac_L13792	typ_enh	0	0	0
atac_L01774	typ_enh	1	0	1
atac_L15033	typ_enh	0	0	0
atac_L10649	typ_enh	1	1	0
atac_L40671	typ_enh	1	0	0
atac_L39262	typ_enh	0	0	0
atac_L30647	typ_enh	4	3	1
atac_L14973	typ_enh	0	0	0
atac_L23414	typ_enh	1	0	2
atac_P03091	typ_enh	0	1	0
atac_L23985	typ_enh	0	0	1
atac_P02728	typ_enh	0	0	1
atac_L06627	typ_enh	0	0	0
atac_L18807	typ_enh	0	0	1
atac_L33532	typ_enh	0	0	1
atac_L35434	typ_enh	1	0	2
atac_L17220	typ_enh	0	0	2
atac_L22034	typ_enh	1	0	0
atac_L39137	typ_enh	0	0	0
atac_P01724	typ_enh	1	2	0
atac_P05873	typ_enh	0	0	1
atac_L05120	typ_enh	0	0	1
atac_L10788	typ_enh	0	0	2
atac_L28572	typ_enh	0	0	3
atac_L18543	typ_enh	1	0	1
atac_L10542	typ_enh	1	0	0
atac_L01757	typ_enh	1	2	0
atac_L08011	typ_enh	0	0	1
atac_L31710	typ_enh	0	0	1
atac_L04840	typ_enh	0	0	1
atac_L10139	typ_enh	1	0	0
atac_L14078	typ_enh	2	1	0
atac_L03116	typ_enh	1	0	0
atac_L02328	typ_enh	2	0	1
atac_L14890	typ_enh	0	0	1
atac_P04214	typ_enh	1	0	2
atac_L27119	typ_enh	0	0	0
atac_L17185	typ_enh	1	0	1
atac_L18646	typ_enh	0	0	0
atac_L09503	typ_enh	0	0	0
atac_L10031	typ_enh	2	1	3
atac_L17209	typ_enh	1	0	1
atac_L08833	typ_enh	1	1	0
atac_L22997	typ_enh	0	1	2
atac_L18291	typ_enh	0	0	0
atac_L25370	typ_enh	1	0	0
atac_L23086	typ_enh	0	0	1
atac_L08597	typ_enh	0	0	0
atac_L23204	typ_enh	0	0	0
atac_L26935	typ_enh	1	0	0
atac_L39394	typ_enh	0	0	4
atac_L18674	typ_enh	2	1	0
atac_L13009	typ_enh	2	1	4
atac_L05858	typ_enh	3	1	1
atac_L31666	typ_enh	0	0	0
atac_P03609	typ_enh	0	0	0
atac_L25333	typ_enh	2	1	1
atac_L27254	typ_enh	1	0	0
atac_L36656	typ_enh	0	0	1
atac_L33363	typ_enh	3	1	1
atac_L00408	typ_enh	0	0	0
atac_L26082	typ_enh	0	1	3
atac_P05524	typ_enh	1	0	1
atac_L10039	typ_enh	1	0	0
atac_P05894	typ_enh	0	0	1
atac_L36769	typ_enh	1	0	0
atac_P01234	typ_enh	2	0	0
atac_L08827	typ_enh	3	0	1
atac_L13552	typ_enh	3	2	1
atac_L12995	typ_enh	2	3	2
atac_L14098	typ_enh	1	1	0
atac_L27726	typ_enh	0	0	0
atac_L00756	typ_enh	0	0	0
atac_L27768	typ_enh	1	2	0
atac_L06349	typ_enh	2	0	1
atac_L17464	typ_enh	2	0	1
atac_L13834	typ_enh	1	1	1
atac_L31526	typ_enh	2	0	0
atac_L03599	typ_enh	1	3	0
atac_L37953	typ_enh	0	0	0
atac_P00253	typ_enh	1	0	0
atac_L22124	typ_enh	0	0	1
atac_L05850	typ_enh	0	0	0
atac_L10037	typ_enh	0	0	1
atac_L36344	typ_enh	2	2	0
atac_L26041	typ_enh	1	0	2
atac_L07317	typ_enh	2	1	0
atac_L10810	typ_enh	0	0	1
atac_P02322	typ_enh	0	0	0
atac_L16944	typ_enh	1	0	0
atac_L39204	typ_enh	1	0	0
atac_P05977	typ_enh	0	0	1
atac_L32155	typ_enh	1	0	0
atac_L08801	typ_enh	0	0	0
atac_L05608	typ_enh	0	0	1
atac_L39783	typ_enh	0	0	2
atac_P00035	typ_enh	0	1	0
atac_L29149	typ_enh	0	0	2
atac_L22452	typ_enh	1	1	1
atac_L16646	typ_enh	0	0	1
atac_L10811	typ_enh	1	0	2
atac_L18162	typ_enh	1	0	1
atac_L24877	typ_enh	0	1	0
atac_L02225	typ_enh	1	1	1
atac_L29038	typ_enh	2	0	0
atac_L29206	typ_enh	1	0	0
atac_L33930	typ_enh	1	0	1
atac_L36548	typ_enh	1	0	0
atac_L03702	typ_enh	1	0	0
atac_L10543	typ_enh	1	0	1
atac_L06655	typ_enh	1	0	1
atac_L05027	typ_enh	1	0	2
atac_L28065	typ_enh	1	4	0
atac_L27813	typ_enh	1	1	0
atac_L18493	typ_enh	1	0	0
atac_L04405	typ_enh	0	0	0
atac_P02924	typ_enh	1	1	1
atac_L24108	typ_enh	2	1	0
atac_L22682	typ_enh	1	0	0
atac_L27196	typ_enh	0	0	1
atac_L39417	typ_enh	2	0	0
atac_L31941	typ_enh	0	0	0
atac_L07942	typ_enh	0	0	0
atac_L08097	typ_enh	2	1	0
atac_L00534	typ_enh	0	0	1
atac_P01231	typ_enh	0	0	0
atac_L27769	typ_enh	0	0	0
atac_L08098	typ_enh	1	1	0
atac_L24064	typ_enh	1	0	1
atac_L03439	typ_enh	0	0	2
atac_L10650	typ_enh	0	1	0
atac_L32379	typ_enh	1	0	1
atac_L08886	typ_enh	3	2	1
atac_P03536	typ_enh	0	0	1
atac_P06226	typ_enh	0	0	2
atac_L31011	typ_enh	1	0	2
atac_L07675	typ_enh	1	0	0
atac_L39185	typ_enh	0	0	0
atac_L09363	typ_enh	2	0	1
atac_L15431	typ_enh	0	0	0
atac_L07159	typ_enh	0	0	2
atac_L08978	typ_enh	0	0	0
atac_P06066	typ_enh	0	0	2
atac_L31719	typ_enh	0	0	1
atac_P04732	typ_enh	0	0	1
atac_L07191	typ_enh	1	0	0
atac_L32388	typ_enh	1	0	4
atac_P06371	typ_enh	1	0	0
atac_P03891	typ_enh	1	0	1
atac_P00595	typ_enh	0	0	0
atac_L01975	typ_enh	0	0	1
atac_L05845	typ_enh	0	0	0
atac_L08252	typ_enh	0	0	0
atac_L15371	typ_enh	0	0	2
atac_L28041	typ_enh	2	0	1
atac_L24299	typ_enh	0	0	0
atac_L28578	typ_enh	0	0	1
atac_L01060	typ_enh	2	0	1
atac_L16307	typ_enh	0	0	0
atac_L14118	typ_enh	0	0	1
atac_L01970	typ_enh	1	0	1
atac_L36436	typ_enh	0	0	3
atac_L14986	typ_enh	1	0	0
atac_P07113	typ_enh	3	1	0
atac_L39872	typ_enh	0	0	1
atac_P03270	typ_enh	0	0	1
atac_L00511	typ_enh	0	0	1
atac_L24308	typ_enh	0	0	1
atac_L08042	typ_enh	2	2	2
atac_L33160	typ_enh	1	1	0
atac_L10059	typ_enh	2	0	0
atac_L37784	typ_enh	1	2	0
atac_L24189	typ_enh	0	0	0
atac_L06659	typ_enh	1	0	1
atac_L14132	typ_enh	0	0	0
atac_L00655	typ_enh	2	0	3
atac_P00072	typ_enh	0	1	0
atac_L40060	typ_enh	0	0	0
atac_P01265	typ_enh	0	0	2
atac_P01227	typ_enh	0	0	0
atac_L20735	typ_enh	2	0	1
atac_L28473	typ_enh	0	0	0
atac_L12877	typ_enh	1	1	0
atac_L08606	typ_enh	1	0	0
atac_L04460	typ_enh	1	0	0
atac_L15492	typ_enh	1	0	1
atac_L34298	typ_enh	0	2	0
atac_L29349	typ_enh	1	1	0
atac_L39717	typ_enh	0	1	2
atac_P06755	typ_enh	0	0	0
atac_L08607	typ_enh	1	0	0
atac_L05928	typ_enh	0	0	1
atac_L24088	typ_enh	1	1	0
atac_L14985	typ_enh	0	1	0
atac_L00892	typ_enh	0	0	1
atac_L03118	typ_enh	0	1	0
atac_L30966	typ_enh	0	1	1
atac_L01174	typ_enh	0	1	0
atac_L02261	typ_enh	0	0	0
atac_L36731	typ_enh	0	0	2
atac_L14999	typ_enh	1	0	1
atac_L04926	typ_enh	1	0	0
atac_L09027	typ_enh	0	0	1
atac_L27349	typ_enh	1	0	0
atac_L10506	typ_enh	1	0	0
atac_L39294	typ_enh	1	0	0
atac_L08079	typ_enh	0	0	2
atac_L38500	typ_enh	1	0	0
atac_L29358	typ_enh	1	0	2
atac_L29197	typ_enh	1	2	1
atac_L27775	typ_enh	1	0	0
atac_L39225	typ_enh	0	0	0
atac_P07012	typ_enh	0	0	0
atac_L22955	typ_enh	0	0	0
atac_L20501	typ_enh	1	0	0
atac_L07537	typ_enh	0	0	1
atac_L20865	typ_enh	0	0	3
atac_L39711	typ_enh	0	0	1
atac_P00755	typ_enh	1	0	2
atac_L37439	typ_enh	0	0	1
atac_L38657	typ_enh	0	0	1
atac_L28757	typ_enh	0	0	2
atac_L36852	typ_enh	1	0	1
atac_L05147	typ_enh	2	2	0
atac_L00969	typ_enh	0	0	2
atac_L12184	typ_enh	0	0	2
atac_L36853	typ_enh	0	0	0
atac_L34330	typ_enh	0	0	1
atac_L06007	typ_enh	0	0	0
atac_L25879	typ_enh	1	0	0
atac_L06632	typ_enh	1	2	0
atac_L05929	typ_enh	0	0	1
atac_L08936	typ_enh	0	0	0
atac_L08251	typ_enh	1	0	0
atac_L00992	typ_enh	1	2	1
atac_L16623	typ_enh	1	2	0
atac_L04397	typ_enh	1	0	0
atac_L34092	typ_enh	0	0	0
atac_L15479	typ_enh	0	0	0
atac_L09433	typ_enh	0	0	1
atac_L20818	typ_enh	1	0	0
atac_L05758	typ_enh	0	0	0
atac_L05163	typ_enh	0	1	1
atac_L22421	typ_enh	0	0	0
atac_L22422	typ_enh	1	0	1
atac_L34213	typ_enh	0	0	0
atac_L28460	typ_enh	0	0	2
atac_L18458	typ_enh	1	0	1
atac_L18684	typ_enh	0	0	2
atac_L02973	typ_enh	1	0	0
atac_L32556	typ_enh	0	0	0
atac_L03984	typ_enh	2	1	1
atac_L31766	typ_enh	2	0	0
atac_L22542	typ_enh	1	1	2
atac_L10395	typ_enh	0	0	1
atac_P00119	typ_enh	2	0	1
atac_L00453	typ_enh	1	0	0
atac_L20641	typ_enh	0	0	0
atac_L35722	typ_enh	1	1	0
atac_L12835	typ_enh	0	0	2
atac_P01320	typ_enh	2	0	1
atac_L29798	typ_enh	1	0	0
atac_P02117	typ_enh	0	0	0
atac_L24043	typ_enh	1	0	1
atac_L28928	typ_enh	0	0	3
atac_L00672	typ_enh	0	1	1
atac_P04061	typ_enh	0	0	0
atac_L03615	typ_enh	1	0	2
atac_L09644	typ_enh	2	2	0
atac_L06243	typ_enh	2	0	0
atac_P02675	typ_enh	0	0	0
atac_L38691	typ_enh	0	0	1
atac_L39521	typ_enh	0	0	5
atac_L27335	typ_enh	1	1	0
atac_L00966	typ_enh	0	0	0
atac_L24016	typ_enh	2	1	0
atac_P00639	typ_enh	1	0	1
atac_L35786	typ_enh	2	2	0
atac_L31233	typ_enh	0	0	0
atac_L09370	typ_enh	2	1	0
atac_L39083	typ_enh	0	2	0
atac_L15006	typ_enh	1	0	0
atac_L03143	typ_enh	0	1	0
atac_L34329	typ_enh	0	0	1
atac_L23126	typ_enh	1	0	0
atac_L16903	typ_enh	0	0	1
atac_L07898	typ_enh	1	0	1
atac_P02717	typ_enh	0	0	0
atac_L10328	typ_enh	0	0	1
atac_L20620	typ_enh	0	0	1
atac_L18680	typ_enh	1	0	0
atac_L15616	typ_enh	0	0	1
atac_P01359	typ_enh	1	2	0
atac_L18287	typ_enh	1	0	0
atac_L21813	typ_enh	1	0	0
atac_L29152	typ_enh	3	2	0
atac_L03498	typ_enh	0	0	0
atac_L18218	typ_enh	1	0	0
atac_L25615	typ_enh	0	1	0
atac_L18624	typ_enh	1	0	0
atac_L19119	typ_enh	2	0	0
atac_P06285	typ_enh	1	0	0
atac_L29081	typ_enh	0	0	1
atac_P04476	typ_enh	0	0	1
atac_L16377	typ_enh	0	0	1
atac_L04322	typ_enh	1	1	0
atac_L31503	typ_enh	0	0	0
atac_L03084	typ_enh	0	0	1
atac_L13399	typ_enh	0	0	0
atac_L39830	typ_enh	1	0	1
atac_L02551	typ_enh	0	1	0
atac_L06484	typ_enh	1	1	0
atac_L15375	typ_enh	1	0	1
atac_L13818	typ_enh	1	3	0
atac_L32402	typ_enh	1	2	1
atac_L20059	typ_enh	0	0	0
atac_L32403	typ_enh	1	0	1
atac_L00296	typ_enh	0	0	1
atac_L16292	typ_enh	1	1	1
atac_L33444	typ_enh	0	0	1
atac_L15001	typ_enh	0	0	0
atac_P04498	typ_enh	0	0	0
atac_L23002	typ_enh	2	1	0
atac_L00869	typ_enh	1	0	0
atac_L36596	typ_enh	1	1	0
atac_L07749	typ_enh	1	1	2
atac_L15890	typ_enh	1	2	0
atac_L15000	typ_enh	1	0	0
atac_P07097	typ_enh	1	0	1
atac_L29148	typ_enh	0	1	2
atac_L13636	typ_enh	0	0	0
atac_L11153	typ_enh	0	2	1
atac_L15172	typ_enh	1	2	1
atac_P06199	typ_enh	0	0	0
atac_L03700	typ_enh	1	0	1
atac_L19472	typ_enh	1	0	1
atac_P05983	typ_enh	0	1	0
atac_L02483	typ_enh	1	0	1
atac_L26402	typ_enh	1	0	1
atac_L24184	typ_enh	0	1	1
atac_L20150	typ_enh	0	1	4
atac_L03179	typ_enh	1	0	0
atac_L07490	typ_enh	0	0	0
atac_L06556	typ_enh	3	0	0
atac_L18534	typ_enh	1	1	2
atac_L33925	typ_enh	2	1	0
atac_L21779	typ_enh	0	0	0
atac_L07960	typ_enh	0	0	0
atac_L07325	typ_enh	1	0	1
atac_L11335	typ_enh	0	1	1
atac_L07046	typ_enh	0	0	1
atac_L12723	typ_enh	0	2	0
atac_L01424	typ_enh	1	0	0
atac_L38544	typ_enh	0	1	1
atac_L18856	typ_enh	1	0	1
atac_L13859	typ_enh	0	0	2
atac_P02701	typ_enh	0	1	1
atac_L40187	typ_enh	0	0	4
atac_L00962	typ_enh	0	0	1
atac_L14238	typ_enh	0	0	0
atac_L08111	typ_enh	1	1	0
atac_L02021	typ_enh	2	0	1
atac_L15231	typ_enh	0	0	1
atac_P06771	typ_enh	0	0	0
atac_L38023	typ_enh	0	0	0
atac_L09987	typ_enh	0	0	2
atac_L25668	typ_enh	1	0	0
atac_P06486	typ_enh	0	0	0
atac_L31085	typ_enh	0	0	1
atac_L18113	typ_enh	0	1	1
atac_L03686	typ_enh	1	0	1
atac_L02234	typ_enh	2	0	1
atac_L36810	typ_enh	1	0	1
atac_L36495	typ_enh	1	1	0
atac_L20648	typ_enh	0	0	1
atac_P06518	typ_enh	0	0	0
atac_L08107	typ_enh	1	1	1
atac_L36248	typ_enh	0	0	1
atac_L32169	typ_enh	0	0	1
atac_L19101	typ_enh	0	0	1
atac_L36611	typ_enh	2	1	0
atac_P01512	typ_enh	0	0	0
atac_L15374	typ_enh	0	0	0
atac_L37692	typ_enh	1	0	1
atac_L35727	typ_enh	0	1	0
atac_L39678	typ_enh	0	0	2
atac_L35313	typ_enh	2	0	0
atac_L09168	typ_enh	0	0	1
atac_L38126	typ_enh	0	2	0
atac_L11004	typ_enh	0	0	1
atac_L37124	typ_enh	1	0	1
atac_L08602	typ_enh	0	0	2
atac_L38255	typ_enh	1	1	1
atac_L23876	typ_enh	1	0	0
atac_L24928	typ_enh	1	1	1
atac_L03450	typ_enh	1	0	1
atac_L18433	typ_enh	0	1	1
atac_L24261	typ_enh	0	0	1
atac_L06027	typ_enh	1	1	1
atac_L11113	typ_enh	2	0	0
atac_L36063	typ_enh	0	0	1
atac_P02879	typ_enh	0	0	0
atac_L39325	typ_enh	0	0	1
atac_L06301	typ_enh	0	0	0
atac_L05738	typ_enh	1	0	0
atac_L39484	typ_enh	0	0	1
atac_L39637	typ_enh	0	0	0
atac_L02840	typ_enh	0	0	0
atac_L31537	typ_enh	0	1	1
atac_L07219	typ_enh	0	0	0
atac_L10040	typ_enh	0	0	0
atac_L25277	typ_enh	2	1	4
atac_L25616	typ_enh	1	1	1
atac_L22054	typ_enh	0	0	2
atac_L06261	typ_enh	0	0	0
atac_P05276	typ_enh	1	0	0
atac_L09472	typ_enh	0	1	2
atac_L19067	typ_enh	2	1	1
atac_L16135	typ_enh	0	0	0
atac_L07428	typ_enh	0	0	0
atac_L08309	typ_enh	0	1	0
atac_L06905	typ_enh	1	0	0
atac_L12065	typ_enh	0	0	1
atac_L23392	typ_enh	1	1	3
atac_L31382	typ_enh	0	0	1
atac_L12563	typ_enh	0	1	1
atac_L02219	typ_enh	0	0	0
atac_L02509	typ_enh	0	0	2
atac_L34291	typ_enh	2	1	1
atac_L22932	typ_enh	0	0	3
atac_L31667	typ_enh	0	0	1
atac_L05759	typ_enh	0	0	0
atac_L03299	typ_enh	3	0	0
atac_L28895	typ_enh	0	0	0
atac_L33361	typ_enh	1	1	1
atac_P00051	typ_enh	1	0	0
atac_P00445	typ_enh	1	1	1
atac_L33471	typ_enh	0	1	0
atac_L06483	typ_enh	0	0	0
atac_L13661	typ_enh	0	1	0
atac_L32009	typ_enh	0	0	1
atac_L39032	typ_enh	1	1	0
atac_L10232	typ_enh	3	4	0
atac_L41220	typ_enh	0	0	0
atac_L18432	typ_enh	1	0	0
atac_P00830	typ_enh	0	0	1
atac_L32159	typ_enh	0	0	2
atac_L36218	typ_enh	0	0	1
atac_L03228	typ_enh	1	0	0
atac_L36725	typ_enh	3	2	1
atac_P02254	typ_enh	0	0	3
atac_L03134	typ_enh	1	0	1
atac_L24829	typ_enh	0	0	0
atac_L07584	typ_enh	1	1	0
atac_L15048	typ_enh	1	1	2
atac_P06921	typ_enh	0	1	2
atac_P05809	typ_enh	1	1	1
atac_L21446	typ_enh	0	0	1
atac_L14178	typ_enh	0	0	0
atac_L05534	typ_enh	2	2	0
atac_L35278	typ_enh	0	0	0
atac_L03054	typ_enh	2	1	0
atac_L09898	typ_enh	1	1	0
atac_L40138	typ_enh	3	0	0
atac_L33791	typ_enh	0	0	0
atac_P03249	typ_enh	1	2	1
atac_L09195	typ_enh	0	1	1
atac_L23151	typ_enh	1	2	0
atac_L12031	typ_enh	1	1	0
atac_L38421	typ_enh	0	0	1
atac_P04200	typ_enh	1	0	0
atac_L12754	typ_enh	0	0	2
atac_L27171	typ_enh	0	0	0
atac_L24656	typ_enh	2	2	1
atac_L20429	typ_enh	0	0	1
atac_L23970	typ_enh	0	0	1
atac_P00132	typ_enh	1	0	0
atac_L30031	typ_enh	1	1	1
atac_L18830	typ_enh	0	0	0
atac_L21525	typ_enh	0	0	0
atac_L30460	typ_enh	0	0	0
atac_L12128	typ_enh	1	0	3
atac_L37499	typ_enh	1	0	0
atac_L26283	typ_enh	1	1	0
atac_L26401	typ_enh	0	0	0
atac_L22295	typ_enh	0	2	0
atac_L35438	typ_enh	2	0	1
atac_L31471	typ_enh	2	1	0
atac_L32551	typ_enh	1	0	1
atac_L25839	typ_enh	0	0	0
atac_L17035	typ_enh	0	1	2
atac_L05674	typ_enh	2	0	0
atac_P00286	typ_enh	0	0	1
atac_L16661	typ_enh	0	0	0
atac_L18313	typ_enh	0	0	0
atac_L20957	typ_enh	0	0	0
atac_L22420	typ_enh	2	0	0
atac_L18482	typ_enh	0	0	0
atac_L13430	typ_enh	0	0	0
atac_L10525	typ_enh	1	1	0
atac_L31902	typ_enh	0	0	0
atac_L20074	typ_enh	0	0	0
atac_L02303	typ_enh	0	0	0
atac_P03185	typ_enh	0	0	0
atac_L15237	typ_enh	1	1	0
atac_L02134	typ_enh	1	0	1
atac_L04458	typ_enh	0	0	1
atac_L01228	typ_enh	1	1	0
atac_L20082	typ_enh	1	1	1
atac_L06311	typ_enh	0	1	0
atac_L12785	typ_enh	0	0	1
atac_L31790	typ_enh	0	0	1
atac_L21698	typ_enh	0	0	0
atac_L09471	typ_enh	0	0	0
atac_L25381	typ_enh	3	2	0
atac_L23003	typ_enh	3	2	0
atac_P01632	typ_enh	0	1	0
atac_L32062	typ_enh	0	0	0
atac_P02996	typ_enh	1	0	0
atac_L19120	typ_enh	1	0	2
atac_L10524	typ_enh	0	0	0
atac_L22923	typ_enh	0	0	0
atac_L03379	typ_enh	0	0	0
atac_P06272	typ_enh	0	0	1
atac_L32488	typ_enh	0	4	0
atac_L38039	typ_enh	0	0	0
atac_P03987	typ_enh	0	0	1
atac_P01643	typ_enh	1	0	0
atac_L02771	typ_enh	0	1	0
atac_L31409	typ_enh	0	0	0
atac_L08733	typ_enh	0	0	0
atac_L31415	typ_enh	0	1	1
atac_L05840	typ_enh	0	0	0
atac_L02318	typ_enh	1	0	1
atac_L32521	typ_enh	0	1	0
atac_L14633	typ_enh	2	1	1
atac_L36465	typ_enh	0	0	0
atac_L31775	typ_enh	0	0	0
atac_L02464	typ_enh	2	1	0
atac_L32222	typ_enh	0	0	2
atac_L00795	typ_enh	7	0	0
atac_L14638	typ_enh	1	0	0
atac_L03467	typ_enh	1	1	2
atac_P03836	typ_enh	1	1	1
atac_L12880	typ_enh	0	0	0
atac_P03856	typ_enh	1	0	1
atac_L10677	typ_enh	1	1	1
atac_P00457	typ_enh	0	0	1
atac_L10995	typ_enh	0	0	2
atac_L09263	typ_enh	0	0	1
atac_L12775	typ_enh	1	1	0
atac_L32860	typ_enh	2	1	1
atac_P04245	typ_enh	0	0	0
atac_L13611	typ_enh	0	0	0
atac_L06506	typ_enh	0	0	1
atac_L27829	typ_enh	1	0	0
atac_L27627	typ_enh	0	0	0
atac_P03766	typ_enh	0	0	1
atac_L05857	typ_enh	1	1	0
atac_L07868	typ_enh	2	0	1
atac_L20292	typ_enh	0	0	0
atac_L08940	typ_enh	0	1	0
atac_L20899	typ_enh	0	0	0
atac_P06236	typ_enh	0	1	0
atac_L12793	typ_enh	0	0	1
atac_L07947	typ_enh	2	0	1
atac_L27631	typ_enh	0	1	2
atac_L20898	typ_enh	1	1	2
atac_L38040	typ_enh	1	0	1
atac_L31518	typ_enh	0	0	1
atac_L36122	typ_enh	0	0	0
atac_L35117	typ_enh	0	0	0
atac_L11828	typ_enh	1	0	1
atac_L39907	typ_enh	1	0	1
atac_L06073	typ_enh	0	0	0
atac_L38292	typ_enh	0	0	0
atac_L38291	typ_enh	3	2	0
atac_L07516	typ_enh	1	0	1
atac_L19122	typ_enh	0	0	0
atac_L09907	typ_enh	0	0	0
atac_L14316	typ_enh	0	0	0
atac_L27852	typ_enh	0	0	0
atac_L16530	typ_enh	1	0	1
atac_L21781	typ_enh	0	0	1
atac_L27312	typ_enh	1	0	0
atac_L27309	typ_enh	0	0	0
atac_L24475	typ_enh	0	0	0
atac_L34103	typ_enh	3	2	1
atac_L06505	typ_enh	0	0	1
atac_L39292	typ_enh	0	1	0
atac_P02743	typ_enh	1	0	1
atac_L03732	typ_enh	0	0	0
atac_L31669	typ_enh	3	1	0
atac_L35643	typ_enh	1	0	1
atac_L12499	typ_enh	1	0	0
atac_L38733	typ_enh	0	0	0
atac_L07607	typ_enh	0	0	0
atac_L32440	typ_enh	0	0	0
atac_L29312	typ_enh	0	0	0
atac_P03119	typ_enh	0	0	1
atac_L29914	typ_enh	1	1	0
atac_L23206	typ_enh	1	0	0
atac_P01625	typ_enh	1	0	0
atac_L27527	typ_enh	1	2	0
atac_L39894	typ_enh	1	1	0
atac_P00902	typ_enh	0	0	1
atac_L09346	typ_enh	0	0	2
atac_L31617	typ_enh	0	2	0
atac_P01792	typ_enh	0	0	0
atac_L32200	typ_enh	1	1	1
atac_L10339	typ_enh	1	1	0
atac_L16926	typ_enh	0	2	2
atac_P03824	typ_enh	0	0	2
atac_L31626	typ_enh	0	0	0
atac_P01232	typ_enh	0	0	1
atac_L35244	typ_enh	1	0	2
atac_L03462	typ_enh	0	1	0
atac_L31575	typ_enh	2	1	0
atac_L25568	typ_enh	0	0	1
atac_L25355	typ_enh	0	0	1
atac_L37886	typ_enh	0	0	2
atac_L24931	typ_enh	1	1	1
atac_L00809	typ_enh	0	0	1
atac_P06958	typ_enh	0	0	0
atac_L15389	typ_enh	1	1	0
atac_L17408	typ_enh	0	0	0
atac_L32245	typ_enh	0	1	1
atac_L17382	typ_enh	0	0	2
atac_L35118	typ_enh	1	0	0
atac_L08028	typ_enh	2	1	1
atac_L35045	typ_enh	1	0	1
atac_L07504	typ_enh	0	0	0
atac_P04758	typ_enh	2	2	1
atac_L33449	typ_enh	2	1	0
atac_L13508	typ_enh	2	1	0
atac_L24172	typ_enh	1	0	0
atac_L34292	typ_enh	0	0	1
atac_L13747	typ_enh	1	2	0
atac_P05021	typ_enh	1	1	0
atac_L13976	typ_enh	1	0	1
atac_L00645	typ_enh	1	0	0
atac_L27614	typ_enh	0	0	2
atac_P06688	typ_enh	0	0	1
atac_L36141	typ_enh	1	0	0
atac_L08024	typ_enh	3	2	1
atac_L14120	typ_enh	1	2	0
atac_L00230	typ_enh	3	0	0
atac_L12198	typ_enh	0	0	0
atac_P06918	typ_enh	0	1	1
atac_L25548	typ_enh	0	0	0
atac_L31709	typ_enh	0	0	0
atac_L30924	typ_enh	1	0	0
atac_L13984	typ_enh	1	0	0
atac_L36773	typ_enh	0	0	0
atac_L22716	typ_enh	0	0	0
atac_L25567	typ_enh	0	0	0
atac_L16716	typ_enh	0	0	1
atac_P00931	typ_enh	0	0	0
atac_L07961	typ_enh	0	0	0
atac_L15610	typ_enh	0	0	1
atac_P06164	typ_enh	3	0	0
atac_L35990	typ_enh	1	0	1
atac_L14987	typ_enh	0	0	1
atac_L29298	typ_enh	2	0	0
atac_L33718	typ_enh	0	0	1
atac_L20144	typ_enh	2	0	0
atac_L38681	typ_enh	1	0	1
atac_P06462	typ_enh	2	0	1
atac_L10409	typ_enh	1	0	0
atac_L37241	typ_enh	0	0	0
atac_L04274	typ_enh	1	0	1
atac_L10392	typ_enh	0	1	0
atac_L02058	typ_enh	0	0	1
atac_L27311	typ_enh	1	0	0
atac_L18755	typ_enh	1	1	0
atac_L02599	typ_enh	1	0	0
atac_L12231	typ_enh	1	0	3
atac_P03491	typ_enh	1	2	0
atac_L08010	typ_enh	0	0	1
atac_L27308	typ_enh	1	0	1
atac_L10417	typ_enh	0	0	0
atac_L27261	typ_enh	0	0	0
atac_L31945	typ_enh	0	0	1
atac_L06500	typ_enh	2	1	0
atac_L06293	typ_enh	1	0	1
atac_L22666	typ_enh	0	0	1
atac_L02540	typ_enh	1	0	0
atac_L27446	typ_enh	0	1	1
atac_L39586	typ_enh	0	0	1
atac_L03795	typ_enh	1	1	0
atac_L16981	typ_enh	1	2	1
atac_L39441	typ_enh	2	0	1
atac_L06507	typ_enh	2	0	0
atac_L25146	typ_enh	0	0	2
atac_L08099	typ_enh	0	0	1
atac_L16182	typ_enh	1	1	0
atac_P00972	typ_enh	2	2	0
atac_L10309	typ_enh	0	0	0
atac_L23983	typ_enh	0	0	1
atac_L32489	typ_enh	0	0	1
atac_L00097	typ_enh	1	0	0
atac_L29299	typ_enh	0	0	0
atac_L20111	typ_enh	0	0	3
atac_L00316	typ_enh	1	0	1
atac_P06071	typ_enh	3	2	0
atac_L24106	typ_enh	2	1	0
