name	group	GC_prop	CpG_prop
atac_L38952	k4me2_enh	0.398	0.05
atac_P06753	k4me2_enh	0.468	0.02
atac_L29201	k4me2_enh	0.42	0.042
atac_L00387	k4me2_enh	0.39	0.034
atac_L20754	k4me2_enh	0.438	0.04
atac_L05209	k4me2_enh	0.42	0.04
atac_L06631	k4me2_enh	0.366	0.03
atac_L25236	k4me2_enh	0.498	0.056
atac_L30949	k4me2_enh	0.502	0.032
atac_L31264	k4me2_enh	0.468	0.042
atac_L39900	k4me2_enh	0.42	0.048
atac_L01208	k4me2_enh	0.384	0.038
atac_L01703	k4me2_enh	0.398	0.034
atac_L19546	k4me2_enh	0.432	0.056
atac_L15173	k4me2_enh	0.404	0.044
atac_L02394	k4me2_enh	0.554	0.062
atac_L08507	k4me2_enh	0.41	0.03
atac_L04284	k4me2_enh	0.388	0.024
atac_L05134	k4me2_enh	0.402	0.036
atac_P02209	k4me2_enh	0.386	0.026
atac_L17705	k4me2_enh	0.432	0.04
atac_L40320	k4me2_enh	0.352	0.03
atac_L19507	k4me2_enh	0.426	0.034
atac_P05230	k4me2_enh	0.502	0.066
atac_L34064	k4me2_enh	0.514	0.066
atac_L03522	k4me2_enh	0.446	0.06
atac_L32260	k4me2_enh	0.388	0.032
atac_L08108	k4me2_enh	0.426	0.056
atac_L07125	k4me2_enh	0.388	0.026
atac_L20409	k4me2_enh	0.524	0.064
atac_P06197	k4me2_enh	0.636	0.072
atac_L21669	k4me2_enh	0.454	0.05
atac_L40247	k4me2_enh	0.424	0.032
atac_L27149	k4me2_enh	0.496	0.062
atac_L37939	k4me2_enh	0.396	0.036
atac_L02751	k4me2_enh	0.418	0.038
atac_L10347	k4me2_enh	0.466	0.044
atac_L37348	k4me2_enh	0.366	0.022
atac_L16177	k4me2_enh	0.426	0.062
atac_L00269	k4me2_enh	0.454	0.052
atac_L01234	k4me2_enh	0.412	0.04
atac_L12330	k4me2_enh	0.516	0.074
atac_L22239	k4me2_enh	0.394	0.032
atac_L34203	k4me2_enh	0.37	0.032
atac_L24413	k4me2_enh	0.486	0.054
atac_L30479	k4me2_enh	0.436	0.03
atac_L35978	k4me2_enh	0.448	0.032
atac_L21932	k4me2_enh	0.342	0.026
atac_L15012	k4me2_enh	0.414	0.05
atac_L37903	k4me2_enh	0.4	0.026
atac_L25438	k4me2_enh	0.48	0.052
atac_L22710	k4me2_enh	0.452	0.048
atac_L26786	k4me2_enh	0.39	0.034
atac_L25975	k4me2_enh	0.478	0.06
atac_L21661	k4me2_enh	0.404	0.03
atac_P05793	k4me2_enh	0.476	0.046
atac_L14403	k4me2_enh	0.394	0.03
atac_L38727	k4me2_enh	0.492	0.05
atac_P00068	k4me2_enh	0.486	0.068
atac_L09354	k4me2_enh	0.404	0.034
atac_L24665	k4me2_enh	0.444	0.038
atac_P03954	k4me2_enh	0.408	0.028
atac_L03086	k4me2_enh	0.496	0.056
atac_L40293	k4me2_enh	0.448	0.04
atac_L39664	k4me2_enh	0.444	0.04
atac_P07169	k4me2_enh	0.408	0.042
atac_L10783	k4me2_enh	0.488	0.034
atac_L14043	k4me2_enh	0.418	0.008
atac_L20679	k4me2_enh	0.488	0.05
atac_L10343	k4me2_enh	0.396	0.05
atac_L12572	k4me2_enh	0.476	0.056
atac_L02060	k4me2_enh	0.456	0.034
atac_L09277	k4me2_enh	0.402	0.024
atac_L15562	k4me2_enh	0.39	0.038
atac_L00111	k4me2_enh	0.492	0.054
atac_P02081	k4me2_enh	0.496	0.056
atac_L03656	k4me2_enh	0.484	0.042
atac_L31406	k4me2_enh	0.39	0.03
atac_P05656	k4me2_enh	0.392	0.032
atac_L39539	k4me2_enh	0.43	0.056
atac_L13146	k4me2_enh	0.376	0.02
atac_L37994	k4me2_enh	0.468	0.064
atac_P03090	k4me2_enh	0.424	0.016
atac_P00288	k4me2_enh	0.384	0.01
atac_L29248	k4me2_enh	0.398	0.028
atac_L12737	k4me2_enh	0.434	0.02
atac_P02721	k4me2_enh	0.376	0.036
atac_L35315	k4me2_enh	0.386	0.032
atac_L01777	k4me2_enh	0.492	0.062
atac_L08508	k4me2_enh	0.42	0.062
atac_L35983	k4me2_enh	0.462	0.028
atac_L40743	k4me2_enh	0.426	0.042
atac_L06108	k4me2_enh	0.456	0.024
atac_L36845	k4me2_enh	0.498	0.074
atac_L20168	k4me2_enh	0.374	0.032
atac_L34890	k4me2_enh	0.356	0.042
atac_L20839	k4me2_enh	0.418	0.048
atac_L06786	k4me2_enh	0.474	0.054
atac_L18931	k4me2_enh	0.396	0.044
atac_L09657	k4me2_enh	0.47	0.054
atac_L10789	k4me2_enh	0.446	0.032
atac_L06878	k4me2_enh	0.52	0.042
atac_L20582	k4me2_enh	0.334	0.008
atac_L10775	k4me2_enh	0.404	0.044
atac_L33627	k4me2_enh	0.476	0.024
atac_L20704	k4me2_enh	0.432	0.026
atac_L37840	k4me2_enh	0.446	0.044
atac_L09713	k4me2_enh	0.37	0.032
atac_L18638	k4me2_enh	0.406	0.016
atac_L20277	k4me2_enh	0.4	0.004
atac_L19447	k4me2_enh	0.334	0.016
atac_L16175	k4me2_enh	0.438	0.04
atac_P00289	k4me2_enh	0.472	0.068
atac_L27085	k4me2_enh	0.444	0.024
atac_L24305	k4me2_enh	0.39	0.022
atac_L11810	k4me2_enh	0.338	0.014
atac_L20175	k4me2_enh	0.416	0.012
atac_L23421	k4me2_enh	0.36	0.024
atac_L31256	k4me2_enh	0.462	0.046
atac_L29077	k4me2_enh	0.366	0.006
atac_L34839	k4me2_enh	0.434	0.028
atac_L08236	k4me2_enh	0.408	0.024
atac_L16873	k4me2_enh	0.56	0.06
atac_L17063	k4me2_enh	0.444	0.008
atac_L36844	k4me2_enh	0.472	0.066
atac_L05712	k4me2_enh	0.452	0.022
atac_L00399	k4me2_enh	0.452	0.034
atac_L34999	k4me2_enh	0.378	0.014
atac_L07127	k4me2_enh	0.414	0.016
atac_L16305	k4me2_enh	0.476	0.05
atac_L16105	k4me2_enh	0.448	0.04
atac_P06245	k4me2_enh	0.428	0.036
atac_L07850	k4me2_enh	0.392	0.028
atac_L08948	k4me2_enh	0.42	0.032
atac_P01781	k4me2_enh	0.376	0.034
atac_L08295	k4me2_enh	0.442	0.028
atac_P04452	k4me2_enh	0.412	0.018
atac_L21531	k4me2_enh	0.484	0.038
atac_P05551	k4me2_enh	0.368	0.02
atac_L30948	k4me2_enh	0.372	0.03
atac_L02038	k4me2_enh	0.37	0.02
atac_L35629	k4me2_enh	0.472	0.044
atac_L07353	k4me2_enh	0.474	0.042
atac_P02713	k4me2_enh	0.46	0.068
atac_L39677	k4me2_enh	0.418	0.028
atac_P02855	k4me2_enh	0.384	0.024
atac_L24255	k4me2_enh	0.414	0.05
atac_P01974	k4me2_enh	0.458	0.032
atac_L41121	k4me2_enh	0.326	0.026
atac_L09552	k4me2_enh	0.476	0.036
atac_P04654	k4me2_enh	0.474	0.036
atac_L21766	k4me2_enh	0.51	0.024
atac_L02222	k4me2_enh	0.5	0.052
atac_L35631	k4me2_enh	0.484	0.054
atac_L06109	k4me2_enh	0.402	0.022
atac_L33480	k4me2_enh	0.334	0.014
atac_L17555	k4me2_enh	0.368	0.03
atac_L18409	k4me2_enh	0.348	0.046
atac_L27486	k4me2_enh	0.39	0.026
atac_L18609	k4me2_enh	0.412	0.022
atac_L25110	k4me2_enh	0.476	0.056
atac_L33556	k4me2_enh	0.418	0.026
atac_P02320	k4me2_enh	0.488	0.05
atac_P05783	k4me2_enh	0.358	0.022
atac_L38495	k4me2_enh	0.522	0.072
atac_L20986	k4me2_enh	0.448	0.048
atac_L22074	k4me2_enh	0.43	0.04
atac_L26381	k4me2_enh	0.444	0.04
atac_L34089	k4me2_enh	0.406	0.014
atac_L37940	k4me2_enh	0.438	0.03
atac_P00886	k4me2_enh	0.386	0.034
atac_L08654	k4me2_enh	0.372	0.028
atac_L26243	k4me2_enh	0.418	0.036
atac_L18916	k4me2_enh	0.476	0.046
atac_L16212	k4me2_enh	0.426	0.058
atac_L34075	k4me2_enh	0.476	0.048
atac_P04562	k4me2_enh	0.454	0.032
atac_L19640	k4me2_enh	0.426	0.046
atac_P00625	k4me2_enh	0.448	0.03
atac_L19946	k4me2_enh	0.402	0.028
atac_P03843	k4me2_enh	0.37	0.022
atac_P07027	k4me2_enh	0.466	0.038
atac_L31848	k4me2_enh	0.432	0.032
atac_L19726	k4me2_enh	0.476	0.042
atac_L06067	k4me2_enh	0.44	0.03
atac_P03357	k4me2_enh	0.496	0.058
atac_P05038	k4me2_enh	0.394	0.022
atac_L39411	k4me2_enh	0.364	0.01
atac_L11881	k4me2_enh	0.428	0.032
atac_L27405	k4me2_enh	0.402	0.016
atac_L19156	k4me2_enh	0.378	0.04
atac_L01707	k4me2_enh	0.38	0.016
atac_L13528	k4me2_enh	0.5	0.042
atac_L31119	k4me2_enh	0.466	0.04
atac_L26562	k4me2_enh	0.438	0.024
atac_L18366	k4me2_enh	0.342	0.034
atac_L06417	k4me2_enh	0.408	0.038
atac_L27310	k4me2_enh	0.404	0.036
atac_L04643	k4me2_enh	0.432	0.028
atac_L08729	k4me2_enh	0.41	0.012
atac_L18192	k4me2_enh	0.45	0.042
atac_L27386	k4me2_enh	0.5	0.022
atac_L30454	k4me2_enh	0.524	0.05
atac_L39448	k4me2_enh	0.354	0.03
atac_L39453	k4me2_enh	0.542	0.056
atac_L17577	k4me2_enh	0.416	0.026
atac_L17698	k4me2_enh	0.482	0.066
atac_L18257	k4me2_enh	0.424	0.042
atac_L19336	k4me2_enh	0.41	0.034
atac_L20390	k4me2_enh	0.416	0.012
atac_L23233	k4me2_enh	0.526	0.06
atac_L28330	k4me2_enh	0.358	0.026
atac_L34927	k4me2_enh	0.428	0.032
atac_L38029	k4me2_enh	0.356	0.028
atac_L38093	k4me2_enh	0.462	0.05
atac_L40452	k4me2_enh	0.418	0.04
atac_L07730	k4me2_enh	0.418	0.014
atac_L08727	k4me2_enh	0.362	0.02
atac_L18654	k4me2_enh	0.402	0.012
atac_L28498	k4me2_enh	0.314	0.018
atac_L34341	k4me2_enh	0.326	0.024
atac_P02972	k4me2_enh	0.386	0.012
atac_L16200	k4me2_enh	0.456	0.036
atac_L20270	k4me2_enh	0.4	0.03
atac_L20443	k4me2_enh	0.484	0.026
atac_L12589	k4me2_enh	0.43	0.016
atac_L15300	k4me2_enh	0.368	0.018
atac_L19580	k4me2_enh	0.392	0.028
atac_L20431	k4me2_enh	0.486	0.046
atac_L22145	k4me2_enh	0.432	0.046
atac_L27803	k4me2_enh	0.356	0.01
atac_P00637	k4me2_enh	0.452	0.012
atac_L06101	k4me2_enh	0.424	0.03
atac_L15302	k4me2_enh	0.534	0.046
atac_L18445	k4me2_enh	0.396	0.048
atac_L20179	k4me2_enh	0.418	0.04
atac_L31546	k4me2_enh	0.478	0.026
atac_L32600	k4me2_enh	0.492	0.05
atac_L34928	k4me2_enh	0.434	0.042
atac_L29028	k4me2_enh	0.426	0.03
atac_L41193	k4me2_enh	0.504	0.064
atac_L19446	k4me2_enh	0.386	0.032
atac_L30455	k4me2_enh	0.522	0.04
atac_L33838	k4me2_enh	0.454	0.024
atac_L10551	k4me2_enh	0.438	0.056
atac_L15658	k4me2_enh	0.42	0.028
atac_L39896	k4me2_enh	0.488	0.048
atac_L40686	k4me2_enh	0.48	0.058
atac_L03778	k4me2_enh	0.346	0.038
atac_L07319	k4me2_enh	0.38	0.014
atac_L14640	k4me2_enh	0.54	0.086
atac_L22681	k4me2_enh	0.38	0.004
atac_L40437	k4me2_enh	0.342	0.022
atac_P06047	k4me2_enh	0.45	0.056
atac_L16086	k4me2_enh	0.38	0.036
atac_L04314	k4me2_enh	0.45	0.036
atac_L08077	k4me2_enh	0.456	0.044
atac_L22880	k4me2_enh	0.426	0.016
atac_L25104	k4me2_enh	0.454	0.05
atac_L26525	k4me2_enh	0.424	0.032
atac_L04519	k4me2_enh	0.51	0.04
atac_L10491	k4me2_enh	0.388	0.006
atac_L13895	k4me2_enh	0.586	0.046
atac_L18365	k4me2_enh	0.348	0.036
atac_L25510	k4me2_enh	0.336	0.012
atac_L26153	k4me2_enh	0.572	0.068
atac_L30854	k4me2_enh	0.364	0.032
atac_L27804	k4me2_enh	0.45	0.028
atac_L06066	k4me2_enh	0.4	0.038
atac_L18943	k4me2_enh	0.534	0.052
atac_L41192	k4me2_enh	0.5	0.04
atac_P04051	k4me2_enh	0.418	0.05
atac_L04749	k4me2_enh	0.402	0.024
atac_L41194	k4me2_enh	0.406	0.028
atac_L00817	k4me2_enh	0.45	0.024
atac_L00977	k4me2_enh	0.378	0.018
atac_L02310	k4me2_enh	0.396	0.03
atac_L03822	k4me2_enh	0.482	0.02
atac_L03856	k4me2_enh	0.378	0.024
atac_L04339	k4me2_enh	0.434	0.028
atac_L04547	k4me2_enh	0.578	0.06
atac_L05371	k4me2_enh	0.39	0.02
atac_L06529	k4me2_enh	0.37	0.026
atac_L07072	k4me2_enh	0.33	0.026
atac_L07245	k4me2_enh	0.398	0.04
atac_L07783	k4me2_enh	0.456	0.032
atac_L08119	k4me2_enh	0.488	0.04
atac_L08568	k4me2_enh	0.266	0.008
atac_L08661	k4me2_enh	0.452	0.034
atac_L08803	k4me2_enh	0.412	0.022
atac_L09464	k4me2_enh	0.326	0.036
atac_L09594	k4me2_enh	0.338	0.032
atac_L09751	k4me2_enh	0.374	0.028
atac_L10104	k4me2_enh	0.348	0.014
atac_L11025	k4me2_enh	0.408	0.03
atac_L12578	k4me2_enh	0.524	0.058
atac_L12591	k4me2_enh	0.444	0.038
atac_L14708	k4me2_enh	0.394	0.03
atac_L15511	k4me2_enh	0.388	0.016
atac_L15730	k4me2_enh	0.404	0.018
atac_L15739	k4me2_enh	0.312	0.012
atac_L16101	k4me2_enh	0.446	0.048
atac_L17141	k4me2_enh	0.49	0.034
atac_L17441	k4me2_enh	0.38	0.044
atac_L17637	k4me2_enh	0.322	0.016
atac_L19369	k4me2_enh	0.356	0.024
atac_L19727	k4me2_enh	0.412	0.03
atac_L20650	k4me2_enh	0.312	0.008
atac_L20732	k4me2_enh	0.496	0.056
atac_L21416	k4me2_enh	0.39	0.02
atac_L21475	k4me2_enh	0.392	0.042
atac_L21496	k4me2_enh	0.346	0.03
atac_L21658	k4me2_enh	0.396	0.018
atac_L21887	k4me2_enh	0.44	0.046
atac_L22147	k4me2_enh	0.428	0.042
atac_L22827	k4me2_enh	0.5	0.04
atac_L23949	k4me2_enh	0.404	0.036
atac_L24235	k4me2_enh	0.378	0.028
atac_L24609	k4me2_enh	0.43	0.066
atac_L24669	k4me2_enh	0.442	0.03
atac_L24794	k4me2_enh	0.402	0.028
atac_L24795	k4me2_enh	0.4	0.016
atac_L25088	k4me2_enh	0.45	0.038
atac_L26859	k4me2_enh	0.402	0.034
atac_L27337	k4me2_enh	0.398	0.018
atac_L28260	k4me2_enh	0.386	0.034
atac_L28913	k4me2_enh	0.386	0.042
atac_L29141	k4me2_enh	0.472	0.068
atac_L30247	k4me2_enh	0.404	0.036
atac_L30312	k4me2_enh	0.436	0.02
atac_L30875	k4me2_enh	0.394	0.032
atac_L31421	k4me2_enh	0.488	0.044
atac_L33568	k4me2_enh	0.398	0.014
atac_L37766	k4me2_enh	0.41	0.022
atac_L38005	k4me2_enh	0.368	0.02
atac_L38237	k4me2_enh	0.436	0.038
atac_L39897	k4me2_enh	0.416	0.03
atac_P01647	k4me2_enh	0.334	0.006
atac_P01909	k4me2_enh	0.354	0.028
atac_P02478	k4me2_enh	0.512	0.022
atac_P02758	k4me2_enh	0.468	0.048
atac_P03578	k4me2_enh	0.412	0.028
atac_P03711	k4me2_enh	0.422	0.032
atac_P03895	k4me2_enh	0.37	0.02
atac_P04197	k4me2_enh	0.348	0.026
atac_P04550	k4me2_enh	0.428	0.04
atac_P05563	k4me2_enh	0.46	0.04
atac_P05980	k4me2_enh	0.418	0.042
atac_P06086	k4me2_enh	0.396	0.022
atac_P05132	prom	0.504	0.032
atac_L28401	prom	0.496	0.076
atac_L28414	prom	0.436	0.046
atac_L28425	prom	0.416	0.028
atac_L28434	prom	0.56	0.086
atac_L28439	prom	0.396	0.032
atac_L28440	prom	0.444	0.066
atac_L28445	prom	0.436	0.028
atac_L28515	prom	0.414	0.044
atac_L28542	prom	0.482	0.06
atac_P05154	prom	0.436	0.042
atac_L28608	prom	0.46	0.064
atac_P05165	prom	0.318	0.028
atac_L28658	prom	0.432	0.026
atac_L28690	prom	0.416	0.048
atac_L28698	prom	0.488	0.054
atac_L28722	prom	0.546	0.064
atac_L28733	prom	0.418	0.04
atac_L28740	prom	0.448	0.036
atac_L28761	prom	0.454	0.048
atac_L28790	prom	0.448	0.05
atac_L28793	prom	0.398	0.048
atac_L28807	prom	0.514	0.066
atac_L28838	prom	0.48	0.06
atac_L28841	prom	0.444	0.064
atac_L28845	prom	0.332	0.022
atac_L28848	prom	0.472	0.052
atac_L28858	prom	0.414	0.042
atac_L28878	prom	0.422	0.046
atac_L28894	prom	0.41	0.034
atac_L28911	prom	0.376	0.032
atac_L28924	prom	0.476	0.076
atac_L28935	prom	0.362	0.032
atac_L28969	prom	0.51	0.06
atac_P05201	prom	0.392	0.02
atac_L29002	prom	0.49	0.054
atac_L29021	prom	0.478	0.04
atac_L29024	prom	0.45	0.048
atac_L29057	prom	0.47	0.052
atac_L29072	prom	0.374	0.022
atac_P05219	prom	0.44	0.054
atac_L29110	prom	0.376	0.038
atac_L29120	prom	0.404	0.044
atac_L29124	prom	0.358	0.04
atac_L29166	prom	0.482	0.058
atac_L29180	prom	0.414	0.054
atac_P05246	prom	0.358	0.038
atac_L29224	prom	0.398	0.04
atac_L29245	prom	0.388	0.038
atac_L29263	prom	0.508	0.066
atac_L29300	prom	0.416	0.036
atac_L29305	prom	0.412	0.032
atac_L29311	prom	0.41	0.044
atac_L29326	prom	0.372	0.042
atac_L29339	prom	0.342	0.022
atac_L29344	prom	0.414	0.052
atac_L29404	prom	0.382	0.004
atac_L29642	prom	0.38	0.006
atac_L30296	prom	0.436	0.052
atac_L34653	prom	0.434	0.064
atac_P06133	prom	0.316	0.026
atac_L34917	prom	0.48	0.038
atac_L34943	prom	0.48	0.08
atac_L34962	prom	0.43	0.038
atac_L34972	prom	0.38	0.04
atac_L34973	prom	0.402	0.062
atac_L34991	prom	0.474	0.054
atac_L35001	prom	0.436	0.044
atac_L35090	prom	0.414	0.042
atac_L35154	prom	0.45	0.036
atac_L35201	prom	0.392	0.032
atac_L35238	prom	0.378	0.034
atac_P06193	prom	0.448	0.044
atac_L35289	prom	0.378	0.04
atac_L35302	prom	0.338	0.03
atac_L35331	prom	0.38	0.032
atac_L35343	prom	0.388	0.038
atac_L35348	prom	0.39	0.042
atac_L35357	prom	0.46	0.054
atac_L35360	prom	0.554	0.078
atac_L35362	prom	0.468	0.032
atac_L35370	prom	0.468	0.044
atac_P06202	prom	0.412	0.032
atac_L35380	prom	0.36	0.026
atac_P06205	prom	0.4	0.04
atac_L35409	prom	0.398	0.04
atac_L35412	prom	0.42	0.044
atac_L35422	prom	0.5	0.056
atac_L35435	prom	0.504	0.072
atac_L35457	prom	0.466	0.03
atac_L35464	prom	0.44	0.032
atac_L35473	prom	0.498	0.052
atac_L35486	prom	0.362	0.042
atac_L35492	prom	0.408	0.034
atac_L35497	prom	0.452	0.048
atac_P06225	prom	0.464	0.038
atac_L35513	prom	0.474	0.074
atac_L35530	prom	0.386	0.032
atac_L35532	prom	0.37	0.036
atac_L35536	prom	0.39	0.048
atac_L35537	prom	0.42	0.042
atac_L35546	prom	0.432	0.054
atac_L35564	prom	0.392	0.032
atac_L35569	prom	0.312	0.016
atac_L35572	prom	0.482	0.052
atac_L35574	prom	0.376	0.03
atac_L35575	prom	0.372	0.04
atac_L35587	prom	0.42	0.04
atac_L35593	prom	0.456	0.036
atac_L35595	prom	0.518	0.052
atac_L35599	prom	0.414	0.036
atac_L35609	prom	0.376	0.052
atac_L35612	prom	0.366	0.042
atac_L35636	prom	0.438	0.036
atac_L35637	prom	0.506	0.054
atac_L35656	prom	0.416	0.026
atac_L35680	prom	0.404	0.022
atac_P06247	prom	0.412	0.05
atac_L35687	prom	0.394	0.038
atac_L35719	prom	0.478	0.054
atac_L35749	prom	0.44	0.052
atac_L35757	prom	0.446	0.054
atac_L35761	prom	0.45	0.034
atac_L35764	prom	0.386	0.042
atac_L35769	prom	0.404	0.024
atac_L35772	prom	0.412	0.036
atac_L35783	prom	0.436	0.048
atac_L35800	prom	0.46	0.05
atac_L35814	prom	0.384	0.026
atac_L35815	prom	0.46	0.042
atac_L35818	prom	0.4	0.036
atac_L35822	prom	0.438	0.03
atac_L35835	prom	0.438	0.046
atac_L35852	prom	0.412	0.028
atac_L35858	prom	0.454	0.054
atac_L35863	prom	0.438	0.05
atac_L35865	prom	0.502	0.066
atac_L35866	prom	0.404	0.032
atac_L35919	prom	0.468	0.05
atac_L35927	prom	0.366	0.032
atac_L35953	prom	0.48	0.058
atac_L35966	prom	0.54	0.076
atac_L35989	prom	0.414	0.04
atac_L35997	prom	0.448	0.052
atac_L36003	prom	0.512	0.046
atac_L36011	prom	0.458	0.04
atac_L36017	prom	0.468	0.044
atac_L36031	prom	0.37	0.018
atac_P06329	prom	0.354	0.032
atac_L36080	prom	0.406	0.042
atac_L36095	prom	0.402	0.028
atac_L36126	prom	0.364	0.026
atac_L36129	prom	0.382	0.032
atac_P06345	prom	0.384	0.04
atac_L36133	prom	0.404	0.024
atac_L36138	prom	0.48	0.042
atac_L36139	prom	0.388	0.034
atac_L36149	prom	0.4	0.03
atac_P06347	prom	0.42	0.036
atac_L36157	prom	0.438	0.032
atac_P06348	prom	0.336	0.028
atac_L36159	prom	0.41	0.038
atac_L36175	prom	0.402	0.032
atac_L36180	prom	0.4	0.028
atac_L36186	prom	0.424	0.03
atac_L36191	prom	0.488	0.062
atac_L36193	prom	0.492	0.066
atac_L36196	prom	0.448	0.044
atac_L36205	prom	0.37	0.042
atac_P06354	prom	0.38	0.054
atac_L36226	prom	0.424	0.04
atac_L36245	prom	0.592	0.062
atac_L36252	prom	0.442	0.044
atac_L36255	prom	0.516	0.058
atac_L36259	prom	0.47	0.06
atac_L36265	prom	0.368	0.04
atac_L36269	prom	0.434	0.038
atac_L36271	prom	0.438	0.046
atac_L36289	prom	0.45	0.044
atac_L36296	prom	0.404	0.042
atac_L36303	prom	0.494	0.054
atac_L36385	prom	0.42	0.03
atac_L36386	prom	0.472	0.06
atac_L36387	prom	0.456	0.068
atac_L36390	prom	0.406	0.042
atac_L36413	prom	0.41	0.042
atac_L36423	prom	0.456	0.026
atac_L36424	prom	0.4	0.038
atac_P06425	prom	0.394	0.034
atac_L36457	prom	0.374	0.026
atac_L36469	prom	0.43	0.032
atac_L36479	prom	0.448	0.044
atac_L36492	prom	0.48	0.06
atac_L36502	prom	0.408	0.046
atac_L36515	prom	0.408	0.036
atac_P06445	prom	0.408	0.024
atac_L36543	prom	0.434	0.036
atac_L36555	prom	0.434	0.042
atac_L36562	prom	0.398	0.04
atac_L36633	prom	0.46	0.022
atac_L36638	prom	0.412	0.048
atac_L36643	prom	0.378	0.038
atac_L36653	prom	0.368	0.03
atac_L36678	prom	0.41	0.038
atac_L36690	prom	0.418	0.038
atac_L36728	prom	0.408	0.016
atac_L36740	prom	0.47	0.044
atac_P06501	prom	0.464	0.044
atac_L36759	prom	0.446	0.03
atac_L36763	prom	0.538	0.052
atac_L36805	prom	0.442	0.048
atac_L36814	prom	0.426	0.032
atac_L36820	prom	0.422	0.044
atac_L36823	prom	0.424	0.034
atac_L36825	prom	0.448	0.05
atac_P06523	prom	0.384	0.042
atac_L36829	prom	0.422	0.034
atac_L36874	prom	0.46	0.064
atac_P06547	prom	0.354	0.02
atac_L36880	prom	0.44	0.04
atac_L36890	prom	0.438	0.046
atac_L36898	prom	0.464	0.042
atac_L36900	prom	0.378	0.042
atac_P06558	prom	0.406	0.038
atac_L36937	prom	0.43	0.05
atac_L36944	prom	0.438	0.052
atac_L36949	prom	0.406	0.044
atac_L36967	prom	0.378	0.032
atac_L37001	prom	0.398	0.022
atac_L30467	prom	0.486	0.058
atac_L30540	prom	0.432	0.044
atac_L30546	prom	0.426	0.06
atac_L30572	prom	0.502	0.066
atac_L30640	prom	0.48	0.048
atac_L30661	prom	0.526	0.058
atac_L30676	prom	0.406	0.042
atac_L30822	prom	0.386	0.038
atac_L30828	prom	0.412	0.058
atac_L30869	prom	0.392	0.034
atac_L30893	prom	0.442	0.05
atac_L30915	prom	0.422	0.046
atac_L30932	prom	0.368	0.042
atac_L30958	prom	0.358	0.032
atac_L30960	prom	0.464	0.052
atac_L30977	prom	0.46	0.052
atac_L30986	prom	0.426	0.046
atac_L31030	prom	0.45	0.038
atac_L31052	prom	0.45	0.058
atac_L31099	prom	0.466	0.06
atac_L31105	prom	0.412	0.02
atac_L31121	prom	0.432	0.028
atac_L31122	prom	0.49	0.076
atac_L31150	prom	0.376	0.034
atac_L31158	prom	0.538	0.054
atac_L31171	prom	0.476	0.062
atac_L31177	prom	0.41	0.034
atac_L31182	prom	0.452	0.058
atac_L31204	prom	0.462	0.046
atac_L31222	prom	0.45	0.04
atac_L31226	prom	0.41	0.034
atac_L31235	prom	0.446	0.028
atac_L31237	prom	0.416	0.044
atac_L31271	prom	0.41	0.03
atac_L31282	prom	0.426	0.052
atac_L31287	prom	0.518	0.06
atac_L31294	prom	0.402	0.048
atac_L31300	prom	0.42	0.036
atac_L31301	prom	0.538	0.08
atac_L31314	prom	0.474	0.056
atac_L31316	prom	0.538	0.072
atac_L31324	prom	0.438	0.052
atac_L31327	prom	0.442	0.052
atac_L31347	prom	0.396	0.044
atac_L31352	prom	0.422	0.036
atac_L31354	prom	0.388	0.05
atac_L31390	prom	0.43	0.046
atac_L31425	prom	0.372	0.03
atac_L31432	prom	0.48	0.052
atac_L31441	prom	0.472	0.036
atac_L31446	prom	0.366	0.026
atac_L31447	prom	0.398	0.034
atac_L31456	prom	0.378	0.02
atac_P05484	prom	0.42	0.036
atac_P05486	prom	0.336	0.034
atac_L31464	prom	0.402	0.02
atac_L31478	prom	0.49	0.064
atac_L31483	prom	0.446	0.042
atac_L31506	prom	0.38	0.052
atac_L31520	prom	0.458	0.034
atac_L31548	prom	0.43	0.044
atac_P05499	prom	0.392	0.02
atac_L31556	prom	0.41	0.03
atac_L31558	prom	0.474	0.068
atac_L31582	prom	0.468	0.048
atac_L31612	prom	0.41	0.034
atac_L31621	prom	0.476	0.056
atac_L31627	prom	0.462	0.04
atac_L31635	prom	0.434	0.06
atac_L31638	prom	0.436	0.048
atac_L31686	prom	0.446	0.058
atac_L31703	prom	0.438	0.004
atac_L31706	prom	0.382	0.054
atac_L31713	prom	0.482	0.068
atac_L31729	prom	0.476	0.054
atac_P05527	prom	0.428	0.038
atac_L31735	prom	0.452	0.06
atac_L31759	prom	0.452	0.05
atac_L31772	prom	0.394	0.03
atac_L31803	prom	0.55	0.08
atac_L31811	prom	0.466	0.04
atac_L31817	prom	0.444	0.05
atac_L31818	prom	0.478	0.068
atac_L31824	prom	0.402	0.048
atac_L31825	prom	0.382	0.028
atac_L31853	prom	0.4	0.044
atac_L31857	prom	0.438	0.024
atac_L31859	prom	0.506	0.062
atac_L31882	prom	0.482	0.046
atac_L31883	prom	0.378	0.03
atac_L31888	prom	0.532	0.03
atac_L31889	prom	0.454	0.038
atac_L31890	prom	0.51	0.058
atac_L31912	prom	0.464	0.048
atac_L31918	prom	0.512	0.066
atac_L31927	prom	0.416	0.046
atac_L31946	prom	0.448	0.024
atac_L31964	prom	0.468	0.04
atac_L31967	prom	0.374	0.04
atac_L31980	prom	0.48	0.068
atac_L32020	prom	0.424	0.04
