chr	start	end	name	category	strand	gene	tx_anno	clickit_sense_left	dome_sense_left	x50e_sense_left	shield_sense_left	x75e_sense_left	clickit_anti_left	dome_anti_left	x50e_anti_left	shield_anti_left	x75e_anti_left	clickit_sense_left2	dome_sense_left2	x50e_sense_left2	shield_sense_left2	x75e_sense_left2	clickit_anti_left2	dome_anti_left2	x50e_anti_left2	shield_anti_left2	x75e_anti_left2	clickit_sense_right	dome_sense_right	x50e_sense_right	shield_sense_right	x75e_sense_right	clickit_anti_right	dome_anti_right	x50e_anti_right	shield_anti_right	x75e_anti_right	clickit_sense_right2	dome_sense_right2	x50e_sense_right2	shield_sense_right2	x75e_sense_right2	clickit_anti_right2	dome_anti_right2	x50e_anti_right2	shield_anti_right2	x75e_anti_right2	exonic_plus_left	exonic_minus_left	exonic_plus_right	exonic_minus_right
chr16	53125755	53125756	atac_L11488	prox	.	.	overlap_plus	0	0	0.18	0	3.01	0	0	0	0	0	0	0	0.18	0	3.01	0	0	0	0	0	0	0	0.18	0	3.01	0	0	0	0	0	0.17	0	0.18	0.2	4.52	0	0	0	0	0	.	.	X	.
chr16	53131575	53131576	atac_L11489	dist	.	.	minimal	0	0	0.17	0	0.53	0	0	0	0	0	0	0	0.17	0	0.53	0	0	0	0	0	0	0	0.17	0	0.53	0.2	0	0	0	0	0	0	0.17	0	0.53	0.2	0	0	0	0	.	.	.	.
chr16	53141266	53141267	atac_L11490	dist	.	.	minimal	0	0	0.2	0	0.52	0	0	0	0	0	0	0	0.2	0	0.52	0	0	0	0	0	0	0	0.2	0	0.52	0	0	0	0	0	0	0	0.2	0	0.52	0	0	0	0	0	.	.	.	.
chr16	53182691	53182692	atac_P02227	prox	.	.	minimal	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	.	.	.	X
chr16	53271077	53271078	atac_L11491	dist	.	.	overlap_plus	0	1.01	3.01	0	0	0	0	1.51	0	0	0	1.01	1.51	0	0	0	0	1.51	0	0	0	3.85	4.52	0	0	0	0	1.51	0	0	0	3.44	3.01	0	0	0	0	1.51	0	0	.	.	X	.
chr16	53271943	53271944	atac_L11492	dist	.	.	overlap_plus	0	2.23	0.36	0	0	0	0	0.18	0	0	0	1.91	0.18	0	0	0	0	0.18	0	0	0	2.55	0.53	0	0	0	0	0.18	0	0	0	1.11	0.53	0	0	0	0	0.18	0	0	.	.	X	.
chr16	53278323	53278324	atac_L11493	prom_ens	+	ENSDART00000010792	tss_plus	0.2	30.15	3.31	1.91	1.24	0	1.51	0.87	0.16	0.36	0	0	0	0	0	0	1.51	0.7	0	0.71	0	292.42	32.23	19.25	14.76	0	1.51	0.87	0.48	0.71	2.03	1359.62	124.05	82.1	46.41	0.2	0	0.52	0.16	0.36	.	.	X	.
chr16	53278728	53278729	atac_L11494	prox	.	.	overlap_plus	0.48	158.6	134.55	785.32	41.99	0.16	0	0.2	1.51	0	0.95	154.69	143.06	749.15	45.65	0.16	0	0.61	1.51	0.17	0.16	73.43	54.91	346.69	18.99	0	0	0.2	1.51	0	0.16	74.15	54.91	346.69	19.16	0	0	0.2	1.51	0	X	.	.	.
chr16	53289721	53289722	atac_L11495	dist	.	.	overlap_plus	0	58.71	47.73	41.43	24.92	0	0	0	0	0	0	125.09	101.67	83.57	51.67	0	0	0	0	0	0	58.71	47.42	41.07	24.92	0	0	0	0	0	0	58.71	47.42	41.07	24.92	0	0	0	0	0	X	.	.	.
chr16	53325336	53325337	atac_L11496	prom_refpred	+	XM_009292733.3	tss_plus	0	1.01	4.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	4.05	16.58	1.05	0	0	0	0	0	0	0.18	5.88	16.58	0.35	0	0	0	0	0	0	.	.	X	.
chr16	53326058	53326059	atac_L11497	prox	.	.	overlap_plus	0.17	2.07	1.24	0.2	0	0.17	0	0	0	0	0.17	1.27	1.07	0.2	0	0.17	0	0	0	0	0	1.11	0.36	0	0	0	0	0	0	0	0	0.95	0.18	0	0	0	0	0	0	0	X	.	X	.
chr16	53373296	53373297	atac_L11498	dist	.	.	overlap_plus	0.2	12.06	0.52	0	0	0	0	0	0	0	0.2	12.06	0.52	0	0	0	0	0	0	0	0	12.06	0.52	0	0	0	0	0	0	0	0	12.06	0.52	0	0	0	0	0	0	0	.	.	.	.
chr16	53408255	53408256	atac_L11499	dist	.	.	overlap_plus	0	4.8	1.22	7.54	1.05	0	0	0	0	0	0	3.91	1.22	4.52	0.7	0	0	0	0	0	0	3.2	0.61	4.52	1.05	0	0	0	0	0	0	1.96	0.41	1.51	0.52	0	0	0	0	0	X	.	X	.
chr16	53455624	53455625	atac_L11500	prom_cage	+	ENSDART00000045792	tss_plus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.32	0.53	0.41	0	0	0	0	0	1.51	1.05	0.95	2.49	1.42	0	0	0	0	0	.	.	X	.
chr16	53488882	53488883	atac_P02228	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	.	.	.	.
chr16	53489722	53489723	atac_L11501	prom_cage	+	ENSDART00000074653	tss_plus	0	0.64	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0.17	7.48	8.89	9.73	185.4	0	0	0	0	0	0.17	7.64	8.89	9.93	185.4	0	0	0	0	0	X	.	X	.
chr16	53519169	53519170	atac_L11502	prom_cage	+	ENSDART00000124691	tss_plus	0	66.32	2.61	0.48	0.53	0.2	0	0	0.16	0	0	1.51	0	0.16	0	0	0	0	0	0	0.2	69.34	1.92	0.8	1.07	0	0	0	0.32	0	0.2	28.64	0.7	0.95	0.53	0.2	0	0	0	0	X	.	.	.
chr16	53546276	53546277	atac_L11503	prom_umms	-	TCONS_00036496	minimal	0	0	0	0	0	0	0.18	0.41	0	0	0	0	0	0	0	0.16	0.18	0.41	1.51	0	0	0	0	0	0	0	0.18	0.2	0	0	0	0	0	0	0	0	0.18	0	0	0	.	X	.	.
chr16	53583126	53583127	atac_L11504	dist	.	.	overlap_plus	1.51	0	0	0.18	0.2	0	0.17	0	0	0	1.51	0	0	0.36	0.41	0	0.17	0	0	0	0	0	0	0.36	0.41	0	0.17	0	0	0	0	0	0	0.36	0.2	0	0.17	0	0	0	.	.	.	.
chr16	53590563	53590564	atac_L11505	prom_ens	+	ENSDART00000083534	tss_plus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.85	76.87	5.58	6.36	0	0	0	0.7	0	0	26.34	119.08	9.06	10.5	0	0	0	0.7	0	X	.	X	.
chr16	53590844	53590845	atac_L11506	prom_umms	-	TCONS_00036499	overlap_plus	0.35	21.32	14.4	11.75	126.62	0	0	0	0.2	0	0	21	14.05	10.54	100.99	0	0	0	0.81	0	1.22	29.44	18.31	16.21	149.23	0	0	0	0.41	3.01	0.7	13.21	10.13	8.31	69.34	0	0	0	0	1.51	X	.	X	.
chr16	53603254	53603255	atac_L11507	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	.	.	.
chr16	53603936	53603937	atac_L11508	prom_cage	+	ENSDART00000083513	tss_plus	0	0	0.2	6.03	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.02	8.71	58.79	5.58	0	0	0	0	0	0	11.02	8.51	52.76	5.23	0	0	0	0	0	X	.	X	.
chr16	53686354	53686355	atac_L11509	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	.	X	.
chr16	53687089	53687090	atac_L11510	prom_umms	+	TCONS_00033808	tss_plus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	7.54	0.17	1.43	0	0	0	0	0	0	0.2	10.55	0.17	2.39	0	0	0	0	0	.	.	X	.
chr16	53699288	53699289	atac_L11511	dist	.	.	overlap_plus	0	0.48	1.24	0.2	24.12	0.35	0	0	0	0	0	0.48	1.24	0.2	24.12	0.35	0	0	0	0	0	0.48	1.24	0.2	24.12	0.35	0	0	0	0	0	1.27	2.31	1.01	52.76	0.35	0	0	0	0	.	.	X	.
chr16	53700969	53700970	atac_L11512	dist	.	.	overlap_plus	0	6.03	0.87	3.5	4.27	0	0	0	0	0	0	6.03	0.87	2.7	4.09	0	0	0	0	0	0	12.06	0.52	2.07	2.31	0	0	0	0	0	0	19.6	0.35	2.55	3.56	0	0	0	0	0	X	.	X	.
chr16	53728921	53728922	atac_L11513	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	.	.	.	.
chr16	53768168	53768169	atac_L11514	dist	.	.	overlap_minus	0	0	0	0	0	0	3.48	2.07	0.36	1.01	0	0	0	0	0	0	3.48	2.07	0.36	1.01	0	0	0	0	0	0	3.48	2.07	0.36	1.01	0	0	0	0	0	0	3.48	2.07	0.36	1.01	.	.	.	.
chr16	53788392	53788393	atac_L11515	dist	.	.	overlap_minus	0	0.41	0	0.35	0	0.53	4.05	19.6	0.35	0.95	0	0.2	0	0.17	0	0.18	4.05	19.6	0.35	0.95	0	0.2	0	0.17	0	0.18	4.05	19.6	0.35	0.95	0	0	0	0	0	0	4.05	19.6	0.35	0.95	.	.	.	.
chr16	53800028	53800029	atac_L11516	prom_ens	-	ENSDART00000158047	tss_minus	0	0	0	0	0	0.52	7	4.27	0.61	15.07	0	0	0	0	0	0	8.91	4.98	1.62	15.07	0	0	0	0	0	0	1.59	0.53	0	1.51	0	0	0	0	0	0	0	0	0	0	.	X	.	X
chr16	53810045	53810046	atac_P02229	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr16	53864775	53864776	atac_L11517	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr16	53890514	53890515	atac_L11518	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr16	53917679	53917680	atac_L11519	prox	.	.	overlap_minus	0	0	0	0	0	0	0	0	0.35	1.91	0	0	0	0	0	0	0	0	0.17	2.39	0	0	0	0	0	0	0	0	0.52	1.43	0	0	0	0	0	0	0	0	0.52	1.27	.	X	.	X
chr16	53918060	53918061	atac_P02230	prox	.	.	overlap_minus	0	0	0	0	0	0	0	0.18	0.81	7.54	0	0	0	0	0	0	0	0	1.01	12.06	0	0	0	0	1.51	0	0	0.53	0.41	3.01	0	0	0	0	1.51	0	0	0.36	0.41	12.06	.	X	.	X
chr16	53919330	53919331	atac_L11520	prom_umms	-	TCONS_00036507	minimal	0	0	0	0	0.36	0	0	0	0.48	0.71	0	0	0	0	0.18	0	0	0.17	0.64	1.78	0	0	0	0	0.18	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0.16	0	.	X	.	.
chr16	53920352	53920353	atac_L11521	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr16	53928986	53928987	atac_L11522	dist	.	.	minimal	0	0	0	0	0	0	0.7	0	0.18	0	0	0	0	0	0	0	0.7	0	0.18	0	0	0	0	0	0	0	0.7	0	0.18	0	0	0	0	0	0	0	0.7	0	0.18	0	.	.	.	.
chr16	53929245	53929246	atac_L11523	dist	.	.	minimal	0	0	0	0	0	0	0.81	0	0.17	0	0	0	0	0	0	0	0.81	0	0.17	0	0	0	0	0	0	0	0.81	0	0.17	0	0	0	0	0	0	0	0.81	0	0.17	0	.	.	.	.
chr16	53929711	53929712	atac_L11524	dist	.	.	minimal	0	0	0	0	0	0	0.64	0	0.2	0	0	0	0	0	0	0	0.64	0	0.2	0	0	0	0	0	0	0	0.64	0	0.2	0	0	0	0	0	0	0	0.64	0	0.2	0	.	.	.	.
chr16	53930210	53930211	atac_L11525	dist	.	.	overlap_minus	0	0	0	0	0	0	6.03	0	0.16	0	0	0	0	0	0	0	6.03	0	0.16	0	0	0	0	0	0	0	6.03	0	0.16	0	0	0	0	0	0	0	6.03	0	0.16	0	.	.	.	.
chr16	53960469	53960470	atac_L11526	dist	.	.	overlap_minus	0	0	0	0	0	0	0.71	0	1.51	0	0	0	0	0	0	0	0.71	0	1.51	0	0	0	0	0	0	0	0.71	0	1.51	0	0	0	0	0	0	0	0.71	0	1.51	0	.	.	.	.
chr16	53962749	53962750	atac_L11527	dist	.	.	minimal	0	0	0	0	0	0	0.7	0	0.18	0	0	0	0	0	0	0	0.7	0	0.18	0	0	0	0	0	0	0	0.7	0	0.18	0	0	0	0	0	0	0	0.7	0	0.18	0	.	.	.	.
chr16	53969951	53969952	atac_L11528	dist	.	.	overlap_minus	0	0	0	0	0	0	0.81	1.51	0.17	0	0	0	0	0	0	0	0.81	1.51	0.17	0	0	0	0	0	0	0	0.81	1.51	0.17	0	0	0	0	0	0	0	0.81	1.51	0.17	0	.	.	.	.
chr16	53973731	53973732	atac_L11529	dist	.	.	minimal	0	0	0	0	0	0	0.64	0.18	0.2	0	0	0	0	0	0	0	0.64	0.18	0.2	0	0	0	0	0	0	0	0.64	0.18	0.2	0	0	0	0	0	0	0	0.64	0.18	0.2	0	.	.	.	.
chr16	53975063	53975064	atac_P02231	dist	.	.	overlap_minus	0	0	0	0	0	0	6.03	0.17	0.16	0	0	0	0	0	0	0	6.03	0.17	0.16	0	0	0	0	0	0	0	6.03	0.17	0.16	0	0	0	0	0	0	0	6.03	0.17	0.16	0	.	.	.	.
chr16	53978846	53978847	atac_L11530	dist	.	.	overlap_minus	0	0	0	0	0	0	0.71	0.2	1.51	0	0	0	0	0	0	0	0.71	0.2	1.51	0	0	0	0	0	0	0	0.71	0.2	1.51	0	0	0	0	0	0	0	0.71	0.2	1.51	0	.	.	.	.
chr16	53990152	53990153	atac_L11531	dist	.	.	overlap_minus	0	0	0	0	0	0	0.87	1.11	0	0	0	0	0	0	0	0	0.87	1.11	0	0	0	0	0	0	0	0	0.87	1.11	0	0	0	0	0	0	0	0	0.87	1.11	0	0	.	.	.	.
chr16	53991218	53991219	atac_L11532	dist	.	.	overlap_minus	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	.	.	.	.
chr16	54056212	54056213	atac_L11533	dist	.	.	minimal	0	0	0	0	0	0	0.8	0.36	0	0	0	0	0	0	0	0	0.8	0.36	0	0	0	0	0	0	0	0	0.8	0.36	0	0	0	0	0	0	0	0	0.8	0.36	0	0	.	.	.	.
chr16	54157808	54157809	atac_L11534	prom_umms	-	TCONS_00036513	minimal	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0.2	15.07	0.35	0.32	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	.
chr16	54172978	54172979	atac_L11535	dist	.	.	overlap_minus	0	0	0	0	0	0.48	33.78	34.65	147.72	19.16	0	0	0	0	0	0.32	33.78	34.65	147.72	19.16	0	0	0	0	0	0.64	33.78	34.65	147.72	19.16	0	0	0	0	0	0.64	33.78	34.65	147.72	19.16	.	.	.	.
chr16	54190280	54190281	atac_L11536	prom_umms	-	TCONS_00036518	tss_minus	0	0	0	0	0	0	0.52	0	0.18	0.2	0	0	0	0	0	1.51	19.51	12.09	7.47	12.77	0	0	0	0	0	0	0	0	0.18	0	1.51	0	0	0	0	0	0	0	0.18	0	.	X	.	.
chr16	54209491	54209492	atac_L11537	prom_cage	+	ENSDART00000020033	tss_plus	0	2.03	18.09	0.87	3.18	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0.36	11.15	134.15	11.15	23.55	0	0	0	0.17	0	0.71	10.13	117.57	10.45	22.75	0	0	0	0.17	0	.	.	X	.
chr16	54303734	54303735	atac_L11538	prox	.	.	overlap_plus	0	2.55	2.49	2.23	22.61	0.17	0	0	0	0	0	1.11	0.89	0.41	9.04	0.17	0	0	0	0	0	3.02	4.62	4.26	24.12	0.17	0	0	0	0	0	1.11	2.13	1.22	10.55	0.17	0	0	0	0	X	.	.	.
chr16	54324894	54324895	atac_L11539	prom_umms	+	TCONS_00033823	tss_plus	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	4.52	0.17	0.16	0	0.2	0	0	0	0	0.2	36.18	3.66	3.34	1.6	0.2	0	0	0	0	.	.	X	.
chr16	54335721	54335722	atac_L11540	dist	.	.	overlap_plus	0.48	5.51	6.89	48.23	2.79	0.48	0	0	0	0	0.32	4.45	5.88	37.68	2.26	0.48	0	0	0	0	0.32	4.62	5.27	31.65	2.26	0.48	0	0	0	0	0.16	2.49	3.44	12.06	1.39	0.48	0	0	0	0	X	.	X	.
chr16	54383424	54383425	atac_L11541	prom_umms	+	TCONS_00033827	overlap_plus	4.52	0	0	0	0	1.51	0	0	0	0	4.52	0	0	0	0	1.51	0.17	0	0	0	4.52	0	0	0	0	1.51	0	0	0	0	4.52	0	0	0.18	0	1.51	0	0	0	0	.	.	X	.
chr16	54383635	54383636	atac_L11542	prox	.	.	tss_plus	0.53	0	0	0.17	0	0.18	0	0	0	0	0.53	0	0	0.17	0	0.18	0	0	0	0	0.53	0	0	0.17	0.32	0.18	0	0	0	0	0.53	0.41	1.51	0.35	1.27	0.18	0	0	0	0	X	.	X	.
chr16	54399592	54399593	atac_L11543	prox	.	.	overlap_minus	0.52	0	0	0	0	0.87	1.59	0.71	0.61	7.54	0.52	0	0	0	0	0.7	1.59	0.71	0.61	7.54	0.52	0	0	0	0	1.22	1.59	0.71	0.61	7.54	0.52	0	0	0	0	1.22	1.59	0.71	0.61	7.54	.	.	.	.
chr16	54399950	54399951	atac_L11544	prox	.	.	overlap_minus	0.61	0	0	0	0	1.42	15.07	0.7	0.48	0.89	0.61	0	0	0	0	1.42	15.07	0.7	0.48	0.89	0.61	0	0	0	0	1.62	15.07	0.7	0.48	0.89	0.61	0	0	0	0	2.23	15.07	0.7	0.48	0.89	.	.	.	.
chr16	54400255	54400256	atac_L11545	prom_umms	-	TCONS_00036524	tss_minus	0.48	0	0	0	0	0.16	1.07	0.81	3.01	0.7	0.48	0	0	0	0	1.59	1.78	1.01	4.52	0.87	0.48	0	0	0	0	0.16	0	0.2	0	0	0.48	0	0	1.51	0	0.16	0	0.41	1.51	0.52	.	X	.	.
chr16	54406055	54406056	atac_L11546	prox	.	.	overlap_plus	4.52	0	0	0	0.2	1.51	0.52	0.16	0	0.41	4.52	0	0	0	0	1.51	0	0.16	0	0.41	4.52	0	0	0	0.2	1.51	0.52	0.16	0	0.2	4.52	0	0	0	0	1.51	0	0.16	0	0.2	.	X	.	.
chr16	54407689	54407690	atac_L11547	prox	.	.	overlap_minus	0.53	0	0	0	0	0.18	0	1.51	0	0	0.53	0	0	0	0	0.18	0	1.51	0	0	0.53	0	0	0	0	0.18	0	1.51	0	0	0.53	0	0	0	0	0.18	0	1.51	0	0	.	.	.	.
chr16	54427860	54427861	atac_L11548	dist	.	.	overlap_minus	0.35	0	0	0	0	0.35	0	1.07	0.2	16.58	0.35	0	0	0	0	0.17	0	1.07	0.2	16.58	0.35	0	0	0	0	0.35	0	1.07	0.2	16.58	0.35	0	0	0	0	0.17	0	1.07	0	16.58	.	.	.	.
chr16	54439668	54439669	atac_L11549	prox	.	.	overlap_minus	0.61	0	0	0	0	1.22	0	1.05	0	2.13	0.61	0	0	0	0	0.61	0	1.05	0	2.31	0.41	0	0	0	0	1.01	0	1.05	0	2.13	0.41	0	0	0	0	0.81	0	1.05	0	1.96	.	.	.	.
chr16	54445802	54445803	atac_L11550	dist	.	.	overlap_minus	0.32	0	0	0	0	0.32	0	1.22	0	1.92	0.32	0	0	0	0	0.32	0	1.22	0	1.92	0.32	0	0	0	0	0.16	0.18	1.42	0	1.92	0.32	0	0	0	0	0.16	0.18	1.42	0	1.92	.	.	.	.
chr16	54454425	54454426	atac_L11551	prox	.	.	overlap_minus	0	0	0	0	0	1.51	0	1.27	1.6	2.43	0	0	0	0	0	1.51	0	1.27	1.6	2.43	0	0	0	0	0	4.52	0	1.27	1.6	2.43	0	0	0	0	0	6.03	0	1.27	1.24	2.23	.	.	.	.
chr16	54504164	54504165	atac_L11552	dist	.	.	overlap_minus	0	0	0	0	0	0.36	2.03	21.1	2.44	7.64	0	0	0	0	0	0.18	1.22	9.04	1.74	4.77	0	0	0	0	0	0.18	2.63	42.21	1.57	9.86	0	0	0	0	0	0	4.05	45.22	2.61	9.55	.	X	.	X
chr16	54512186	54512187	atac_L11553	prox	.	.	tss_minus	0	0	0	0	0	1.39	4.61	1.78	0.41	3.01	0	0	0	0	0	0.52	1.27	0.18	0	1.51	0	0	0	0	0	0	1.59	0.18	0	1.51	0	0	0	0	0	0	0.16	0	0	0	.	.	.	.
chr16	54513217	54513218	atac_L11554	prom_cage	+	ENSDART00000161923	tss_plus	0	3.01	0	0	0.18	0	1.51	0	0.32	0	0	0	0	0	0.18	0	1.51	0	0.16	0	0	18.09	0.7	0.64	2.31	0	1.51	0	0.32	0	0	30.15	1.05	1.59	3.38	0	1.51	0	0.32	0	.	.	X	.
chr16	54520910	54520911	atac_L11555	prox	.	.	overlap_plus	0	5.33	4.86	28.64	9.06	0	0.18	0	0	0	0	3.73	3.24	22.61	7.32	0	0.18	0	0	0	0.16	4.98	6.48	39.19	9.58	0	0.18	0	0	0	0.16	4.98	7.09	40.7	9.06	0	0.18	0	0	0	X	.	X	.
chr16	54522743	54522744	atac_L11556	prox	.	.	overlap_minus	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	1.51	0	0	0	0	3.01	0.17	0	0	0	.	X	.	.
chr16	54555568	54555569	atac_L11557	prox	.	.	overlap_plus	0.18	0	1.51	0	0.16	0	0	0	0	0	0.18	0.2	3.01	0.17	0.16	0	0	0	0	0	0.18	0	0	0	0.16	0	0	0	0	0	0.18	0	0	0	0.16	0	0	0	0	0	.	.	.	.
chr16	54557270	54557271	atac_L11558	prom_umms	+	TCONS_00033836	tss_plus	0.17	0.8	0.18	0	1.51	0	0	0	0	0	0.17	0	0	0	1.51	0	0	0	0	0	0.17	2.07	1.78	2.23	10.55	0	0	0	0	0	0.17	2.39	2.13	2.84	19.6	0	0	0	0	0	.	.	X	.
chr16	54557435	54557436	atac_L11559	prox	.	.	overlap_plus	0.2	22.61	2.09	2.07	2.13	0	0	0	0	0	0.2	19.6	2.09	1.75	1.6	0	0	0	0	0	0.2	13.57	1.05	1.11	1.24	0	0	0	0	0	0.2	13.57	0.35	0.8	0.89	0	0	0	0	0	X	.	.	.
chr16	54557679	54557680	atac_L11560	prox	.	.	overlap_plus	0.16	1.6	0.41	6.03	0.87	0	0	0	0	0	0.16	1.6	0.41	7.54	0.87	0	0	0	0	0	0.16	1.6	0.41	6.03	0.87	0	0	0	0	0	0.16	1.6	0.41	6.03	0.87	0	0	0	0	0	.	.	.	.
chr16	54576722	54576723	atac_P02232	dist	.	.	overlap_plus	1.51	0.87	0.64	0.71	2.84	0	0	0	0	0	1.51	0.7	0.8	0.71	1.82	0	0	0	0	0	1.51	0.87	0.32	0.53	2.23	0	0	0	0	0	1.51	0.87	0.32	0.53	2.23	0	0	0	0	0	.	.	.	.
chr16	54592336	54592337	atac_L11561	prox	.	.	overlap_plus	0.36	6.08	18.09	3.14	5.09	0	0	0	0.17	0	0.36	4.26	13.57	2.09	3.82	0	0	0	0.35	0	0.18	3.85	25.62	2.44	5.09	0	0	0	0	0	0.18	3.04	24.12	2.79	3.66	0	0	0	0	0	X	.	X	.
chr16	54599214	54599215	atac_L11562	dist	.	.	overlap_minus	0.17	0.32	0	0	1.51	0	0	0	0	1.51	0.17	0.32	0	0	1.51	0	0	0	0	1.51	0.17	0.32	0	0	1.51	0	0	0	0	1.51	0.17	0.32	0	0	1.51	0	0	0	0	1.51	.	.	.	.
chr16	54601090	54601091	atac_L11563	dist	.	.	overlap_plus	0.2	3.01	0	0	0.18	0	0	0	0	0.18	0.2	3.01	0	0	0.18	0	0	0	0.32	0.18	0.2	3.01	0	0	0.18	0	0	0	0	0.36	0.2	3.01	0	0	0.18	0	0	0.17	0	0.89	.	X	.	X
chr16	54606434	54606435	atac_L11564	prox	.	.	minimal	0.16	0.36	0	0	0.52	0	0	0	0	0.35	0.16	0.36	0	0	0.52	0	0	0	0	0.35	0.16	0.36	0.41	0	0.52	0	0	0	0	0.17	0.16	0.53	0.41	0	0.52	0	0	0	0	0.17	.	X	.	X
chr16	54636653	54636654	atac_L11565	dist	.	.	overlap_minus	0	0.17	0	0.18	0.2	1.51	0	0.8	0	0.2	0	0.17	0	0.18	0.2	1.51	0	0.32	0	0.2	0	0.17	0	0.18	0.2	1.51	0.35	0.95	0	0.2	0	0.17	0	0.18	0.2	1.51	0.7	0.64	0	0.41	.	X	.	X
chr16	54656093	54656094	atac_L11566	dist	.	.	overlap_plus	0.18	26.95	72.35	4.36	0.95	0	0	0	0	0	0.18	18.64	43.71	3.14	0.48	0	0	0	0	0	0.53	39.31	143.2	7.32	2.07	0	0	0	0	0	0.53	32.22	114.56	6.45	1.91	0	0	0	0	0	.	.	X	.
chr16	54674565	54674566	atac_L11567	prom_cage	+	ENSDART00000167040	tss_plus	0.35	0.8	0	0.41	1.51	0	0	0	0	0	0.17	0.48	0	0.61	1.51	0	0	0	0	0	1.05	15.27	6.05	5.47	114.56	0.17	0	0	0	0	1.05	19.41	9.25	9.52	135.66	0.17	0	0	0	0	X	.	X	.
chr16	54675184	54675185	atac_L11568	prox	.	.	overlap_plus	1.82	316.54	14.11	13.05	23.65	0	0	0	0	0	1.62	236.65	11.32	10.34	19.38	0	0	0	0	0	1.82	248.71	11.15	8.27	14.4	0	0	0	0	0	1.01	165.81	7.49	5.73	8.36	0	0	0	0	0	X	.	X	.
chr16	54683047	54683048	atac_L11569	dist	.	.	overlap_plus	0.32	14.76	5.67	33.16	7.14	0.48	0	0	1.51	0	0.32	14.58	5.67	34.67	7.14	0.16	0	0	1.51	0	0.32	14.58	5.88	33.16	6.97	0.48	0	0	1.51	0	0.32	14.58	5.88	33.16	7.32	0.32	0	0	1.51	0	.	.	.	.
chr16	54713614	54713615	atac_L11570	dist	.	.	overlap_minus	0	0.17	0.16	0	0	1.51	0	0	0	1.01	0	0.17	0.16	0	0	1.51	0	0	0	1.01	0	0.17	0.16	0	0	1.51	0	0	0	0.61	0	0.17	0.16	0	0	1.51	0	0	0	1.01	.	X	.	X
chr16	54729136	54729137	atac_L11571	dist	.	.	minimal	0	0.2	0	0	0	0	0.81	0	0.52	0	0	0.2	0	0	0	0.18	0.41	1.51	0.52	0.16	0	0.2	0	0	0	0	0.41	0	0.52	0	0	0.2	0	0	0	0	0.41	0	0.52	0	.	X	.	X
