chr	start	end	name	category	strand	gene	1k_k4me1_1_center	1k_k4me1_2_center	1k_k4me1_3_center	1k_k4me1_4_center	1k_k4me2_1_center	1k_k4me3_1_center	1k_k9ac_1_center	1k_k9ac_2_center	1k_k27ac_1_center	1k_k27ac_2_center	1k_k56ac_1_center	1k_k64ac_1_center	1k_k64ac_2_center	1k_k122ac_1_center	1k_h4k16ac_1_center	1k_h4k16ac_2_center	1k_igg_1_center	1k_igg_2_center	shield_k4me1_1_center	shield_k4me1_2_center	shield_k4me2_1_center	shield_k4me2_2_center	shield_k4me3_1_center	shield_k4me3_2_center	shield_k4me3_3_center	shield_igg_1_center	shield_igg_2_center	1k_k4me1_1_left	1k_k4me1_2_left	1k_k4me1_3_left	1k_k4me1_4_left	1k_k4me2_1_left	1k_k4me3_1_left	1k_k9ac_1_left	1k_k9ac_2_left	1k_k27ac_1_left	1k_k27ac_2_left	1k_k56ac_1_left	1k_k64ac_1_left	1k_k64ac_2_left	1k_k122ac_1_left	1k_h4k16ac_1_left	1k_h4k16ac_2_left	1k_igg_1_left	1k_igg_2_left	shield_k4me1_1_left	shield_k4me1_2_left	shield_k4me2_1_left	shield_k4me2_2_left	shield_k4me3_1_left	shield_k4me3_2_left	shield_k4me3_3_left	shield_igg_1_left	shield_igg_2_left	1k_k4me1_1_right	1k_k4me1_2_right	1k_k4me1_3_right	1k_k4me1_4_right	1k_k4me2_1_right	1k_k4me3_1_right	1k_k9ac_1_right	1k_k9ac_2_right	1k_k27ac_1_right	1k_k27ac_2_right	1k_k56ac_1_right	1k_k64ac_1_right	1k_k64ac_2_right	1k_k122ac_1_right	1k_h4k16ac_1_right	1k_h4k16ac_2_right	1k_igg_1_right	1k_igg_2_right	shield_k4me1_1_right	shield_k4me1_2_right	shield_k4me2_1_right	shield_k4me2_2_right	shield_k4me3_1_right	shield_k4me3_2_right	shield_k4me3_3_right	shield_igg_1_right	shield_igg_2_right
chr13	51853884	51854005	atac_L06886	prom_umms	+	rna38667	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
chr13	51854020	51854130	atac_L06887	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
chr13	51883209	51883304	atac_L06888	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
chr13	51883524	51883765	atac_P01410	dist	.	.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	4	0	0
chr13	51887237	51887416	atac_L06889	dist	.	.	0	0	0	1	1	1	1	0	7	0	1	2	0	0	6	0	1	0	10	12	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	5	0	0	1	0	0	3	0	1	0	8	11	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	2	1	0	2	0	3	2	1	2	0	7	7	1	2	0	0	1	0	1
chr13	51903021	51903112	atac_L06890	prox	.	.	1	2	0	0	0	0	2	0	0	0	0	1	0	0	2	2	0	0	1	0	1	1	0	0	0	0	0	3	12	2	1	1	1	3	1	10	3	0	3	1	0	3	1	0	1	2	2	2	11	0	1	1	0	0	0	3	0	0	0	0	2	2	8	1	1	1	1	0	4	3	1	0	3	3	2	2	0	0	1	0	0
chr13	51903481	51903661	atac_L06891	prom_umms	+	rna38675	1	0	0	0	0	1	0	1	3	0	1	0	0	0	2	0	1	0	2	1	0	1	0	0	1	0	0	1	6	0	0	1	0	3	2	7	1	0	1	1	0	2	4	0	0	3	2	3	4	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	4	0	0	0	0	0
chr13	51903777	51903876	atac_L06892	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	1	1	2	7	0	1	0	0	0	2	1	2	0	2	3	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0
chr13	51904156	51904377	atac_L06893	prox	.	.	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	0	0	2	0	0	0	3	4	0	0	0	0	0	0	1
chr13	51907712	51908019	atac_P01411	dist	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
chr13	51909642	51909849	atac_P01412	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	3	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	0	0	3	0	0	1
chr13	51922005	51922173	atac_L06894	prox	.	.	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	2	1	6	3	0	3	2	0	7	0	0	0	3	4	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
chr13	51945131	51945271	atac_L06895	prox	.	.	0	1	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	2	1	0	0	0	0	1	1	2	0	1	1	0	0	0	0	2	1	1
chr13	51956299	51956619	atac_L06896	prom_cage	+	ENSDART00000161098	0	1	0	0	2	0	0	1	5	2	1	3	1	0	3	0	0	0	1	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	4	1	0	1	1	0	2	0	0	0	2	4	0	1	0	0	1	0	1
chr13	51956767	51956899	atac_L06897	prox	.	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	2	0	1	1	5	3	1	3	1	0	3	0	0	0	3	5	1	3	0	0	0	0	1	0	1	0	0	0	0	1	0	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	3
chr13	51962155	51962494	atac_P01413	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
chr13	51965679	51966032	atac_P01414	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	51978468	51978572	atac_L06898	prox	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0	0	7	0	2	0	0	0	0	0	4	7	0	0	6	0	5	0	4	3	1	2	0	0	2	0	0	0	3	4	3	12	0	0	3	0	0
chr13	51978711	51978901	atac_L06899	prox	.	.	2	2	0	0	3	0	2	0	4	2	1	2	0	0	2	0	0	0	1	3	1	7	0	0	3	0	0	2	2	0	0	1	0	1	0	3	0	0	0	0	0	0	0	1	0	2	6	1	7	0	0	0	0	0	2	6	0	0	5	0	5	0	4	3	1	2	0	0	1	0	0	0	1	5	2	7	0	0	2	0	0
chr13	51982433	51982516	atac_L06900	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr13	51987769	51988109	atac_P01415	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
chr13	52002005	52002103	atac_L06901	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
chr13	52006620	52006758	atac_L06902	prox	.	.	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	1	5	0	0	1	1	0	0	2	1	0	1	2	0	2	1	0	0	1	2	0	2	0	0	0	1	1
chr13	52006929	52007170	atac_L06903	prom_umms	+	rna38682	1	4	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	3	3	0	0	0	0	0	1	0	2	3	0	0	2	2	2	0	2	2	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	0	1
chr13	52015864	52016073	atac_L06904	dist	.	.	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	1	2	1	1	0	0	2	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
chr13	52017799	52017936	atac_L06905	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	1	1	1	10	1	0	1	0	1	4	0	0	1	3	2	1	0	0	0	1	0	0	1	2	0	1	1	1	0	0	5	0	0	0	1	0	4	1	0	0	1	1	2	0	0	0	0	1	0
chr13	52029401	52029813	atac_P01416	dist	.	.	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	3	0	1	1	2	2	0	0	0	0	1	0	0
chr13	52033683	52033911	atac_P01417	prom_refpred	-	XM_005173042.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	2	0	0	1	0	0	2	0	1	0	1	1	0	1	0	0	0	0	2
chr13	52047771	52048042	atac_P01418	dist	.	.	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	6	0	0	1	0	0	5	2	0	0	1	2	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	13	0	1	1	0	0	7	1	0	2	0	1	0	2	0	0	2	1	2
chr13	52067875	52068025	atac_L06906	dist	.	.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	1	1	0	0	1	0	0	0	0	1	0	0
chr13	52073889	52073990	atac_L06907	prox	.	.	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4	1	0	2	1	0	5	0	0	0	0	5	0	0	0	0	1	0	1
chr13	52083582	52083687	atac_L06908	dist	.	.	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	4	0	4	1	0	0	1	0	3	1	2	0	0	1	2	0	1	0	0	0	0
chr13	52088652	52088732	atac_L06909	prox	.	.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4	1	0	0	0	1	1	3	0	0	5	4	0	2	0	0	1	0	0	1	2	0	0	2	0	4	0	21	2	0	1	2	0	2	1	1	0	3	5	2	6	0	0	0	2	2
chr13	52089073	52089197	atac_L06910	prom_umms	-	TCONS_00022986	0	2	0	0	1	0	2	0	8	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	4	0	0	0	0	5	0	15	1	0	1	1	1	2	1	1	0	5	4	1	7	0	0	1	2	1	1	0	0	0	3	0	2	1	8	1	0	2	1	1	0	0	1	0	1	4	1	4	0	0	0	0	1
chr13	52095581	52095742	atac_L06911	prox	.	.	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
chr13	52101295	52101458	atac_L06912	prox	.	.	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	2	1	0	2	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
chr13	52111464	52111588	atac_L06913	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	1	0	2	0	0	0	0	0	4	2	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
chr13	52129699	52129846	atac_L06914	dist	.	.	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	1	0
chr13	52139819	52140054	atac_L06915	dist	.	.	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2
chr13	52142595	52142752	atac_L06916	dist	.	.	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	52161054	52161138	atac_L06917	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	52164860	52164937	atac_L06918	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	52172562	52172674	atac_L06919	dist	.	.	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	4	0	0	1	1	1	0	5	1	0	2	1	0	3	2	1	0	1	2	2	2	1	0	1	1	0	0	1	0	0	0	0	2	0	14	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	2
chr13	52172856	52172936	atac_L06920	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	2	0	0	1	0	0	0	1	0	0	0	3	2	1	0	0	1	1	1	0	1	0	0	0	1	2	0	17	2	1	1	0	0	2	1	2	0	0	1	0	1	0	0	1	0	1
chr13	52180342	52180517	atac_L06921	dist	.	.	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	3	1	0	0	0	0	2	0	1	0	2	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18	6267	6467	atac_P02522	dist	.	.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
chr18	10512	10615	atac_L13194	prox	.	.	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	2	0	0	3	2	0	0	3	0	0	2	0	0	0	1	1	0	0	0	0	0	2	2	0	2	1	0	0	0	0	3	0	0	0	4	0	1	1	1	1	3	1	4
chr18	11699	11886	atac_L13195	prom_ens	-	ENSDART00000159781	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	1	0	3	0	1	0	0	0	0	1	0	1	1	1	2	4	0	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	1	0	0	1	4	0	1	0	0	0	0	0
chr18	19439	19535	atac_L13196	dist	.	.	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	0	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0
chr18	28249	28470	atac_P02523	dist	.	.	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	2	0	1
chr18	29946	30224	atac_P02524	dist	.	.	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	3	2	0	0	1	1	1	0	0	0	1	0	0
chr18	33826	34003	atac_L13197	prox	.	.	1	3	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	2	2	2	1	8	4	0	0	0	0	5	2	0	0	3	6	1	5	0	0	0	0	1
chr18	38146	38222	atac_L13198	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	3	0	3	0	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	2	2	2	0	2	0	0	1	0	0	3	1	1	0	0	2	0	1	0	0	0	0	1
chr18	49666	50021	atac_P02525	dist	.	.	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	1	4	2	0	1	1	0	3	1	1	0	5	3	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
chr18	54594	54901	atac_P02526	prox	.	.	0	1	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18	63423	63506	atac_L13199	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	1	0	0	2	0	3	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	2	0	2	0	1	1	3	1	0	1	1	0	0	0	0	3	0	0	0	2	1	0	1	0	0	1	0	0
chr18	66262	66343	atac_L13200	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	1
chr18	83189	83398	atac_L13201	prox	.	.	0	1	0	0	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr18	91874	92012	atac_L13202	prox	.	.	1	1	0	0	1	1	1	0	5	1	1	2	0	0	1	0	0	0	1	1	1	2	0	0	0	1	0	0	3	0	0	1	1	4	1	13	2	2	2	0	0	6	1	0	0	6	13	1	13	0	0	3	1	2	4	4	0	0	2	1	5	1	7	1	0	2	0	0	2	0	0	0	5	1	4	9	1	0	0	0	0
chr18	92970	93150	atac_L13203	prox	.	.	1	2	0	0	0	0	0	0	4	0	0	2	0	0	2	1	1	0	3	7	1	4	0	0	3	0	1	2	6	0	0	0	0	3	0	6	1	0	2	1	0	2	2	1	0	1	5	0	4	0	0	2	0	0	0	5	0	0	1	2	3	0	4	4	0	2	2	0	6	4	1	0	6	8	1	4	0	0	1	0	1
chr18	95282	95459	atac_L13204	prox	.	.	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	3	2	0	5	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	2
chr18	120855	120951	atac_L13205	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0	0	0	0	1	1	1	0	1	0	2	0	1	2	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1
chr18	151360	151459	atac_L13206	prox	.	.	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	2	0	0	1	3	0	0	0	1	0	0	1	1	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr18	173469	173729	atac_L13207	prom_umms	+	TCONS_00041109	1	5	0	0	0	0	1	0	4	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	1	2	0	7	0	0	1	2	0	2	1	1	0	1	2	0	1	0	0	1	0	0	0	2	0	0	1	0	2	0	3	0	1	2	0	0	1	0	0	0	2	4	0	1	0	0	1	0	0
chr18	210352	210527	atac_L13208	prom_cage	-	ENSDART00000136693	1	3	0	0	1	0	2	0	3	0	1	1	2	1	5	3	1	0	1	2	1	4	0	0	1	0	1	1	4	0	0	0	1	5	1	10	1	1	0	2	0	4	2	0	0	1	1	4	7	0	0	2	0	3	1	2	0	0	1	2	3	0	7	0	1	4	1	1	4	2	1	0	3	3	1	2	0	0	1	1	2
chr18	212316	212516	atac_P02527	prox	.	.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	1	3	1	0	0	2	1	0	0	1	3	0	2
chr18	227619	227794	atac_L13209	prox	.	.	1	0	0	0	1	0	0	0	4	0	0	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	7	1	1	2	0	0	7	2	0	0	1	1	0	1	2	0	0	0	4
chr18	230532	230707	atac_L13210	dist	.	.	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	5	3	1	2	0	0	2	0	3
chr18	231230	231327	atac_L13211	dist	.	.	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	1	6	3	1	1	0	0	2	0	3	0	0	1	0	0	4	0	0	3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	3
