chr	start	end	name	category	strand	gene	inferred_strand	svm_prediction	dome_k4me1_up	dome_k4me1_center	dome_k4me1_down	dome_k4me2_up	dome_k4me2_center	dome_k4me2_down	dome_k4me3_up	dome_k4me3_center	dome_k4me3_down	dome_k9ac_up	dome_k9ac_center	dome_k9ac_down	dome_k27ac_up	dome_k27ac_center	dome_k27ac_down	dome_h4k16ac_up	dome_h4k16ac_center	dome_h4k16ac_down	dome_k56ac_up	dome_k56ac_center	dome_k56ac_down	dome_k64ac_up	dome_k64ac_center	dome_k64ac_down	dome_k122ac_up	dome_k122ac_center	dome_k122ac_down	dome_ntac_up	dome_ntac_center	dome_ntac_down	dome_igg_up	dome_igg_center	dome_igg_down	dome_k4me1_centerdown	dome_k4me2_centerdown	dome_k4me3_centerdown	dome_k9ac_centerdown	dome_k27ac_centerdown	dome_h4k16ac_centerdown	dome_k56ac_centerdown	dome_k64ac_centerdown	dome_k122ac_centerdown	dome_ntac_centerdown	dome_igg_centerdown	dome_k4me1_lg_enrich	dome_k4me2_lg_enrich	dome_k4me3_lg_enrich	dome_k9ac_lg_enrich	dome_k27ac_lg_enrich	dome_h4k16ac_lg_enrich	dome_k56ac_lg_enrich	dome_k64ac_lg_enrich	dome_k122ac_lg_enrich	dome_ntac_lg_enrich
chr6	54078616	54078765	atac_L34229	prom_ens	+,-	ENSDART00000154076	-	prom	4.069	3.011	3.976	4.015	4.286	5.032	1.094	1.396	1.298	2.319	1.78	2.42	2.143	2.096	1.882	1.749	1.706	1.649	2.264	0	0	1.771	0	3.275	0.861	1.903	2.345	1.43	0	1.935	1.516	0	1.164	3.882	4.954	1.311	2.352	1.911	1.657	0	3.097	2.295	1.789	1.056	2.825	3.898	0.255	1.296	0.855	0.6	-1.056	2.041	1.239	0.733
chr6	54078890	54079154	atac_L34230	prom_umms	-	TCONS_00110269	-	prom	3.236	3.902	3.769	0	4.269	4.611	1.779	1.156	1.298	1.823	2.845	1.667	1.783	2.083	1.833	1.364	1.646	1.7	0	3.036	0	2.542	1.903	2.763	2.093	1.348	1.396	1.935	1.049	1.704	1.351	1.466	1.351	3.798	4.546	1.269	2.005	1.889	1.689	1.325	2.621	1.386	1.59	1.375	2.422	3.171	-0.106	0.629	0.513	0.313	-0.051	1.246	0.011	0.214
chr6	54111897	54112020	atac_L34231	prom_ens	-	ENSDART00000083880	-	enh	2.647	3.79	2.871	1.91	0	1.91	1.2	0.73	0.405	1.492	2.439	1.964	0.574	1.577	1.437	1.008	2.219	1.485	0	0	0	1.551	2.783	2.763	0.861	0	1.396	1.43	1.72	1.09	0.696	0	1.516	3.005	1.789	0.445	2.025	1.453	1.586	0	2.765	1.295	1.174	1.41	1.596	0.379	-0.965	0.615	0.044	0.176	-1.41	1.356	-0.115	-0.235
chr6	54180613	54180738	atac_L34234	prom_ens	+,-	ENSDART00000045901	-	prom	2.381	3.236	4.463	4.242	5.662	5.149	1.558	2.629	2.191	2.913	4.203	3.921	2.258	2.778	2.828	2.459	2.459	2.911	2.264	0	3.105	2.281	3.653	3.952	2.093	2.093	2.345	1.935	0	2.308	1.351	0	0.949	4.368	5.216	2.247	3.955	2.823	2.867	2.956	3.921	2.319	2.174	0.869	3.498	4.346	1.377	3.086	1.953	1.998	2.087	3.052	1.45	1.305
chr6	54348492	54348673	atac_L34241	prom_ens	-	ENSDART00000156501	-	prom	1.635	1.966	2.381	0	2.266	4.344	0.405	2.331	3.445	1.667	3.462	3.383	0.891	1.596	2.586	0.926	1.165	2.165	0	0	3.633	0.974	1.874	3.042	1.396	0	1.396	0	0	1.09	1.164	1.44	0.949	2.325	4.164	3.321	3.395	2.472	2.05	3.414	2.914	1.252	0.968	1.036	1.289	3.129	2.285	2.36	1.436	1.014	2.379	1.878	0.217	-0.068
chr6	54433931	54434068	atac_L34247	prom_ens	-	ENSDART00000017230	-	prom	1.635	0	2.056	2.361	2.593	4.015	1.779	1.751	3.853	2.092	2.93	3.48	1.501	0.919	2.364	1.649	1.792	2.799	2.264	0	2.264	1.551	1.465	3.952	1.396	0	2.093	0.646	0	1.704	0.949	1.092	0.696	1.917	3.902	3.714	3.424	2.25	2.709	2.119	3.801	1.953	1.578	0.75	1.167	3.152	2.964	2.674	1.5	1.959	1.369	3.051	1.203	0.828
chr6	54444763	54444899	atac_L34248	prom_ens	-	ENSDART00000154121	-	prom	2.647	3.656	2.381	1.91	4.411	4.527	1.094	2.799	2.427	1.964	3.17	3.045	1.783	2.772	2.586	1.887	2.472	2.572	0	3.905	2.264	1.961	3.017	3.124	1.396	2	2.093	0	2.853	2.464	0.949	1.097	0.949	2.608	4.514	2.477	3.061	2.609	2.56	2.59	3.112	2.082	2.516	0.967	1.64	3.547	1.509	2.093	1.642	1.593	1.623	2.144	1.114	1.549
chr6	54711227	54711340	atac_L34254	prom_ens	+	ENSDART00000074605	-	enh	2.056	3.367	1.037	0	0	0	0.856	1.952	0.721	0.787	0	1.293	0.687	1.39	0.687	0.744	0.583	0.926	0	0	3.105	1.551	2.398	1.771	0	0	0	1.09	0	1.935	0.949	0	0.696	1.532	0	0.906	1.204	0.776	0.894	2.97	1.848	0	1.822	0.639	0.893	-0.639	0.267	0.565	0.137	0.255	2.331	1.209	-0.639	1.183
chr6	55032323	55032838	atac_L34267	prom_ens	+	ENSDART00000158845	-	enh	1.635	3.35	2.647	1.25	0	0	0.405	0.558	0.856	1.062	0.769	1.062	0.687	1.345	1.069	0.419	0.727	1.3	0	2.23	0	1.771	0	0.974	1.396	0.842	0	0.646	1.403	0.646	0.949	0.38	0.696	2.926	0	0.762	0.969	1.169	1.129	1.173	0.711	0.344	0.95	0.596	2.33	-0.596	0.166	0.373	0.573	0.533	0.577	0.115	-0.252	0.354
chr6	55101402	55101481	atac_L34271	prom_umms	+	rna23218	-	enh	3.065	5.1	3.653	1.25	3.282	2.704	0.721	1.019	0.856	0	0	0	0.687	0	0.983	0.536	0.775	1.008	2.264	0	0	0.974	0	0	0	0	0	0.646	0	1.704	0.949	0	0.949	3.825	2.755	0.869	0	0.93	0.993	0	0	0	1.629	0.897	2.928	1.858	-0.028	-0.897	0.033	0.096	-0.897	-0.897	-0.897	0.732
chr6	55101683	55101829	atac_L34272	prom_umms	+	rna23219	-	enh	2.381	2.203	3.653	1.91	0	1.91	0.721	1.414	0.721	0.447	0	0	1.069	1.418	0.574	0.154	1.108	0.419	0	3.81	2.264	0.974	1.407	0	0	0	0	0.646	1.553	0.646	0.696	1.643	0.949	3.531	1.768	0.83	0	0.713	0.528	2.58	0.276	0	0.798	1.058	2.473	0.71	-0.228	-1.058	-0.345	-0.531	1.522	-0.783	-1.058	-0.26
chr6	55297231	55297482	atac_L34275	prom_ens	-	ENSDART00000184283	-	prom	2.381	0	3.065	1.91	2.699	4.133	0.856	1.841	3.379	2.604	3.651	3.526	1.974	2.426	2.018	2.165	2.124	2.013	2.264	0	3.105	3.124	3.27	3.202	1.396	0	1.396	2.308	2.129	2.604	1.164	1.795	0.696	2.784	3.938	3.175	3.552	2.11	2.036	2.824	3.216	1.205	2.521	0.994	1.791	2.944	2.182	2.558	1.116	1.042	1.83	2.222	0.211	1.527
chr6	55322105	55322414	atac_P06085	prom_umms	-	TCONS_00110317	-	prom	2.381	3.25	2.381	1.91	3.604	3.886	1.094	2.052	0.721	1.823	2.51	2.319	1.437	2.307	1.562	1.485	2.424	1.7	0	0	0	1.291	2.294	2.13	0.861	2.311	1.786	1.935	2.218	1.704	0.39	0	1.164	2.638	3.824	1.162	2.366	1.776	1.906	0	2.17	1.928	1.843	0.962	1.677	2.863	0.201	1.405	0.814	0.945	-0.962	1.209	0.967	0.882
chr6	55997195	55997380	atac_L34306	prom_ens	-	ENSDART00000011652	-	enh	0	0	3.065	0	3.08	1.91	0.405	0.908	0.98	0.787	1.566	1.964	0.574	1.406	1.151	0.536	2.118	1.542	0	0	2.264	0.568	2.296	2.417	1.396	1.681	1.786	0	1.337	2.133	0.696	1.42	0.949	2.851	2.167	0.969	1.909	1.194	1.648	2.074	2.399	1.77	2.035	1.033	1.818	1.134	-0.064	0.876	0.16	0.615	1.04	1.366	0.737	1.001
chr6	57476453	57476540	atac_L34376	prom_umms	-	TCONS_00110362	-	prom	1.635	0	3.236	1.25	0	4.611	1.39	2.72	3.568	0.787	0	3.48	1.069	1.265	2.671	1.426	1.197	3.015	0	0	0	1.961	3.596	3.952	2.093	3.376	2.345	1.704	2.086	1.935	1.164	1.476	1.351	3.129	4.496	3.516	3.371	2.597	2.93	0	3.926	2.461	1.947	1.361	1.767	3.135	2.155	2.01	1.236	1.569	-1.361	2.565	1.1	0.586
chr6	57485384	57485490	atac_L34381	prom_ens	-	ENSDART00000011663	-	prom	1.635	0	2.647	1.91	2.908	3.886	1.477	2.831	4.366	2.092	3.256	3.045	0.983	1.724	2.643	1.3	1.043	2.775	0	0	3.633	1.961	2.473	4.039	0.861	0	2.093	1.09	1.873	1.09	1.164	1.973	0.39	2.526	3.817	4.272	3.067	2.577	2.675	3.5	3.944	1.983	1.187	0.642	1.883	3.175	3.63	2.425	1.934	2.033	2.858	3.302	1.34	0.544
chr6	57538961	57539064	atac_L34383	prom_ens	-	ENSDART00000156967	-	prom	2.647	3.488	3.769	3.589	4.398	4.344	1.39	2.052	1.2	1.062	0	1.492	1.501	0.671	1.501	1.426	1.399	1.542	0	0	2.264	1.961	0	0.568	1.786	0	0.861	2.133	2.696	1.43	1.799	1.325	1.351	3.745	4.349	1.304	1.403	1.441	1.529	2.153	0.523	0.799	1.608	1.348	2.396	3.001	-0.044	0.055	0.093	0.181	0.805	-0.825	-0.549	0.259
chr6	58149070	58149202	atac_L34408	prom_ens	-	ENSDART00000170752	-	enh	2.381	2.318	2.647	1.25	0	0	0.98	0	0.856	0	0	1.062	0.891	0.548	0.687	0.293	0	0.293	0	0	0	1.771	2.696	2.281	0	0	0	1.43	0	0.646	1.164	0	0.696	2.612	0	0.779	0.972	0.672	0.261	0	2.336	0	0.584	0.63	1.982	-0.63	0.149	0.342	0.041	-0.369	-0.63	1.706	-0.63	-0.046
chr6	58569789	58569942	atac_L34427	prom_ens	+	ENSDART00000154393	-	enh	0	0	0	0	0	1.25	0.721	1.641	0.98	1.492	2.188	1.492	1.228	2.719	1.562	0.837	1.978	1.232	0	0	0	1.771	3.767	2.13	0.861	0	0.861	1.935	2.23	1.43	0.949	2.014	0.696	0	1.135	1.087	1.606	1.78	1.356	0	2.486	0.772	1.565	0.957	-0.957	0.178	0.13	0.65	0.823	0.399	-0.957	1.529	-0.185	0.608
chr6	58828361	58828464	atac_L34437	prom_ens	-	ENSDART00000090634	-	enh	0	3.488	3.653	0	0	1.25	0.98	0.837	0.572	0	0	0.447	0.574	0.671	1.069	0.926	1.064	0.926	0	0	0	0.568	1.74	0.974	0	0	0	1.09	1.903	1.09	0.39	0	1.164	3.638	1.17	0.599	0.41	1.036	0.939	0	1.066	0	1.189	1.087	2.551	0.083	-0.488	-0.677	-0.051	-0.148	-1.087	-0.021	-1.087	0.102
chr6	58910313	58910463	atac_L34441	prom_ens	-	ENSDART00000156662	-	prom	3.065	0	2.647	2.704	0	4.015	1.298	2.552	2.965	1.667	1.773	3.045	1.833	1.944	2.752	1.796	1.999	1.972	2.264	0	2.264	2.657	0	2.657	2.345	2.687	2.093	1.43	1.527	1.09	1.164	2.036	0.949	2.479	3.827	2.917	2.931	2.669	1.976	2.107	2.489	2.185	1.155	1.146	1.333	2.681	1.771	1.784	1.523	0.829	0.961	1.343	1.039	0.009
chr6	58915578	58915882	atac_L34444	prom_umms	+	TCONS_00107616	-	prom	3.976	4.325	4.978	2.981	3.625	3.589	0.856	0.616	0.721	1.823	2.8	2.319	1.62	1.588	2.431	0.643	2.114	1.93	0	0	0	2.281	3.025	3.202	0.861	2.671	1.786	1.43	0	2.604	0.39	2.021	0.949	4.85	3.597	0.697	2.446	2.274	1.975	0	3.162	2.046	2.292	1.279	3.571	2.318	-0.582	1.168	0.995	0.696	-1.279	1.884	0.767	1.013
chr6	58974736	58975165	atac_L34451	prom_ens	-	ENSDART00000144911	-	prom	0	1.155	1.037	1.25	3.412	2.981	0.572	1.531	2.139	0	1.639	2.319	0.793	1.995	1.228	0.419	1.503	1.749	0	2.442	0	0.974	2.459	3.275	0	1.537	0.861	0	1.861	0	0	0.445	0.696	1.074	3.124	1.982	2.146	1.504	1.679	1.221	3.075	1.099	0.84	0.625	0.448	2.499	1.356	1.521	0.879	1.054	0.596	2.45	0.474	0.215
chr6	59357202	59357404	atac_L34471	prom_umms	-	TCONS_00110420	-	enh	1.635	2.634	2.647	0	2.968	2.981	1.2	2.074	1.2	2.092	2.457	2.319	1.562	2.301	1.228	1.008	2.652	1.426	0	0	0	1.771	3.399	2.542	0.861	3.183	0	0.646	3.23	2.133	0.949	1.723	1.164	2.645	2.979	1.389	2.343	1.473	1.719	0	2.726	1.238	2.386	1.274	1.37	1.705	0.114	1.069	0.199	0.445	-1.274	1.452	-0.037	1.112
chr6	59505605	59505740	atac_L34494	prom_umms	-	TCONS_00110431	-	enh	1.635	2.292	2.871	0	2.611	1.91	0.856	0	0.98	0	1.229	1.964	0.315	1.49	1.783	0	1.169	1.087	0	0	3.105	1.291	0	3.124	0.861	0	0.861	0.646	3.227	1.704	0	0	0.696	2.813	2.013	0.893	1.894	1.751	1.097	2.945	2.964	0.782	1.994	0.629	2.184	1.385	0.264	1.265	1.122	0.468	2.316	2.335	0.153	1.366
chr6	59913987	59914174	atac_L34526	prom_ens	+	ENSDART00000102127	-	prom	1.635	3.616	3.527	1.25	3.066	3.886	0.721	2.159	2.241	0.787	1.967	2.42	0.687	1.565	2.018	0.419	2.002	1.887	0	0	3.105	0	2.284	2.417	0	1.67	2.093	0	1.328	1.935	0	0	0.949	3.541	3.784	2.229	2.358	1.956	1.906	2.889	2.397	2.034	1.854	0.835	2.706	2.95	1.394	1.523	1.121	1.071	2.054	1.562	1.199	1.02
chr6	59967813	59968003	atac_L34534	prom_ens	+	ENSDART00000050457	-	enh	2.056	3.219	2.381	2.361	2.211	0	0.405	0	0.856	0	0	0.447	0.315	1.192	0.793	0.536	0.374	0.926	0	0	0	0	0	0	0	0	0	0.646	0	0.646	0.696	0	0.696	2.552	0.659	0.749	0.384	0.864	0.85	0	0	0	0.56	0.605	1.947	0.054	0.144	-0.221	0.259	0.245	-0.605	-0.605	-0.605	-0.045
chr6	60104509	60104905	atac_L34544	prom_ens	-	ENSDART00000057463	-	prom	1.037	1.871	4.157	1.25	2.638	3.413	0.572	1.156	1.2	1.667	0.544	1.062	0.793	1.056	1.882	0.154	0.774	1.7	0	0	2.264	1.551	0.686	2.13	1.396	1.614	1.396	1.43	0.777	1.704	0.696	0	0.696	3.788	3.232	1.187	0.933	1.691	1.492	1.897	1.845	1.462	1.496	0.53	3.258	2.702	0.657	0.403	1.161	0.961	1.367	1.314	0.931	0.965
chr6	60220455	60221025	atac_L34554	prom_umms	+	TCONS_00107703	-	enh	0	1.914	1.635	0	0	0	0.405	0.65	0.856	0.447	0.71	0.787	0.45	1.192	0.891	0.154	1.31	1.008	0	0	0	0.568	1.429	0	0.861	0	0	0.646	1.576	0	0.39	0.627	0.39	1.742	0	0.785	0.76	1.008	1.125	0	0.691	0	0.782	0.48	1.262	-0.48	0.305	0.279	0.527	0.645	-0.48	0.211	-0.48	0.301
chr2	25719	25927	atac_L16059	prom_umms	-	TCONS_00052223	-	enh	3.388	2.599	3.769	0	0	1.25	0.721	1.117	0.572	0	0	0.447	0.793	0.666	0.45	0.419	1.057	0.536	0	0	0	0	1.731	0.568	1.396	0	0	0	1.893	0.646	0.949	0	0.39	3.624	1.099	0.682	0.379	0.49	0.64	0	0.847	0	0.952	0.33	3.294	0.769	0.352	0.049	0.16	0.31	-0.33	0.517	-0.33	0.623
chr2	60409	60710	atac_P03065	prom_umms	-	TCONS_00052230	-	enh	0	2.999	2.871	0	1.718	0	0.721	1.23	0.572	0	1.77	2.21	0.687	1.274	1.501	0.293	0.642	1.161	0	0	0	0.974	1.38	0	0	0	0	0	1.524	2.308	0.696	0.599	0.949	2.901	0.613	0.753	2.12	1.452	1.057	0	0.455	0	2.161	0.875	2.026	-0.262	-0.122	1.245	0.577	0.182	-0.875	-0.42	-0.875	1.286
chr2	81653	81958	atac_P03067	prom_umms	-	TCONS_00052236	-	enh	0	2.154	1.635	0	0	0	0.405	1.045	0	0	1.131	0	0.45	1.379	0.983	0.536	1.195	0.154	0	0	0	0.568	0.84	0	0	0	0	1.43	2.493	1.43	0.696	1.336	0.696	1.774	0	0.32	0.354	1.086	0.473	0	0.245	0	1.757	0.873	0.901	-0.873	-0.553	-0.519	0.212	-0.4	-0.873	-0.628	-0.873	0.884
chr2	110404	110658	atac_P03071	prom_umms	+	TCONS_00049468	-	enh	2.647	3.954	3.527	0	2.685	1.91	0	0.4	1.094	0	1.652	1.823	0.574	1.767	1.974	0.293	1.47	1.087	0	0	2.264	0	0	1.551	0.861	1.382	1.396	0	1.078	1.43	0.696	1.501	0.696	3.624	2.104	0.978	1.79	1.934	1.173	2.012	1.344	1.394	1.365	0.899	2.725	1.205	0.078	0.891	1.035	0.274	1.112	0.445	0.494	0.466
chr2	122111	122375	atac_L16066	prom_ens	-	ENSDART00000004071	-	enh	4.392	3.902	3.065	1.91	0	3.886	0.405	1.156	1.709	2.604	2.976	2.913	2.526	3.029	2.556	1.972	1.993	1.842	3.105	3.945	3.105	3.042	3.687	3.346	0	2.033	1.396	2.604	2.666	2.133	1.164	1.466	1.799	3.284	3.574	1.61	2.926	2.669	1.875	3.326	3.424	1.554	2.262	1.736	1.549	1.838	-0.126	1.19	0.933	0.139	1.59	1.688	-0.181	0.526
chr2	184078	184154	atac_L16070	prom_umms	-	rna2554	-	prom	1.037	0	1.635	2.361	3.332	4.527	0.572	0	1.558	1.062	1.76	2.42	0.793	1.769	1.069	1.3	0	2.165	2.264	0	2.264	1.291	2.877	1.961	0.861	0	0.861	0.646	0	0	0.696	0	1.351	1.564	4.469	1.489	2.382	1.132	2.084	2.181	2.049	0.814	0	1.287	0.276	3.182	0.202	1.095	-0.156	0.796	0.894	0.762	-0.473	-1.287
chr2	716420	716625	atac_P03083	prom_ens	-	ENSDART00000028159	-	enh	2.056	2.617	2.381	0	0	1.25	0.721	0	0.721	0.447	0.914	1.293	0.574	0	0.891	0.744	1.403	1.364	2.264	0	2.264	1.551	2.513	1.961	0	0	1.396	1.09	1.249	1.704	0.39	0.812	0.696	2.424	1.101	0.621	1.236	0.773	1.371	2.055	2.071	1.236	1.636	0.717	1.708	0.384	-0.095	0.519	0.057	0.654	1.339	1.355	0.519	0.92
chr2	1001998	1002125	atac_L16109	prom_ens	+	ENSDART00000159162	-	enh	2.056	3.747	3.976	1.25	0	1.25	1.298	1.829	0.98	0.787	1.28	0.787	1.437	2.652	1.731	0.744	1.47	1.364	0	0	0	2.13	2.263	1.961	0	2.075	0.861	2.308	2.939	1.935	0.39	0	0.696	3.952	1.153	1.105	0.852	1.869	1.376	0	1.999	1.061	2.09	0.632	3.319	0.52	0.472	0.219	1.237	0.744	-0.632	1.366	0.429	1.457
chr2	1188654	1188792	atac_L16115	prom_ens	-	ENSDART00000066378	-	enh	1.635	3.109	3.388	0	0	1.25	0.405	0	0.572	0	0	1.062	0.315	0.914	1.783	0.293	0.493	1.485	0	0	0	0.568	2.168	2.281	0.861	0	0	0	2.348	2.464	0	0	0.39	3.357	1.145	0.513	0.968	1.701	1.395	0	2.268	0	2.45	0.348	3.01	0.798	0.166	0.621	1.354	1.047	-0.348	1.92	-0.348	2.103
chr2	1331424	1331711	atac_L16118	prom_umms	-	TCONS_00052300	-	enh	1.037	2.222	4.157	1.25	1.766	0	0.721	1.091	0.405	0	0	1.062	0.983	1.315	1.371	1.161	1.565	1.008	0	0	0	0.974	1.423	1.961	0	0	1.396	1.43	0.988	1.43	0	0.623	0.696	3.897	0.619	0.589	0.884	1.359	1.152	0	1.857	1.182	1.342	0.68	3.217	-0.061	-0.092	0.204	0.679	0.472	-0.68	1.177	0.502	0.662
chr2	1364522	1364671	atac_L16119	prom_ens	-	ENSDART00000011919	-	prom	3.236	2.18	3.769	1.25	2.493	4.242	0.98	2.56	2.591	2.21	2.218	3.432	1.833	2.564	2.97	1.364	1.529	2.702	0	0	2.264	2.657	3.421	4.594	0	0	2.093	1.704	1.533	1.935	1.922	1.029	0.696	3.638	4.104	2.587	3.322	2.923	2.594	2.108	4.486	1.942	1.889	0.744	2.894	3.361	1.843	2.578	2.179	1.85	1.364	3.742	1.198	1.145
chr2	1486054	1486159	atac_L16123	prom_ens	-	ENSDART00000113774	-	prom	2.871	3.462	3.236	1.25	2.92	3.213	1.298	0.825	1.636	1.293	0	1.667	0	0	1.731	1.087	1.382	1.087	3.105	0	2.264	1.551	2.484	1.961	0	0	1.396	0	1.883	1.935	0.949	1.983	1.351	3.259	3.188	1.576	1.57	1.631	1.118	2.151	2.02	1.309	1.93	1.424	1.835	1.764	0.151	0.146	0.207	-0.306	0.727	0.596	-0.115	0.506
chr2	1622707	1622870	atac_L16127	prom_ens	-	ENSDART00000082143	-	prom	1.037	0	2.871	2.361	3.242	4.133	1.2	4.314	4.399	1.293	2.94	3.48	1.069	2.642	2.803	0.419	2.626	2.27	3.105	4.605	3.633	1.961	3.982	3.952	0	0	2.913	0	2.158	1.43	0.39	1.946	0.696	2.685	4.037	4.388	3.415	2.782	2.325	3.816	3.956	2.726	1.557	0.951	1.734	3.086	3.437	2.465	1.831	1.374	2.865	3.005	1.775	0.606
chr2	2019965	2020214	atac_L16141	prom_ens	-	ENSDART00000024135	-	enh	2.871	2.386	1.635	1.25	0	0	0.721	1.203	1.094	0.447	1.968	1.293	0.574	0.795	1.371	0.154	0.294	0.837	0	0	0	0.974	0.977	1.291	0	0	0.861	1.09	1.093	1.43	1.164	0	0.949	1.819	0	1.116	1.456	1.273	0.744	0	1.234	0.726	1.369	0.803	1.016	-0.803	0.313	0.653	0.47	-0.059	-0.803	0.431	-0.077	0.566
chr2	2642037	2642126	atac_L16156	prom_ens	-	ENSDART00000124032	-	prom	1.037	2.789	2.381	0	0	3.213	0.572	3.051	3.821	1.293	3.484	3.383	0.315	2.697	2.97	0.419	1.533	2.129	0	0	3.633	0	2.683	3.346	0	0	2.56	0.646	2.061	0.646	0	2.165	1.351	2.419	3.104	3.771	3.391	2.949	2.088	3.521	3.301	2.459	0.83	1.437	0.982	1.667	2.334	1.954	1.512	0.651	2.083	1.864	1.021	-0.607
chr2	3076979	3077078	atac_L16167	prom_ens	-	ENSDART00000109319	-	prom	3.527	4.083	1.635	3.589	0	3.589	1.558	2.751	3.77	3.045	3.584	3.85	1.151	0.693	2.33	1.7	0.649	2.751	0	0	3.105	2.657	1.781	3.653	2.747	3.209	3.196	1.09	2.745	2.133	1.665	2.047	1.164	2.122	3.464	3.703	3.828	2.239	2.648	2.986	3.555	3.197	2.2	1.269	0.852	2.195	2.433	2.559	0.969	1.379	1.716	2.286	1.927	0.931
chr2	3532960	3533288	atac_P03097	prom_ens	+	ENSDART00000132572	-	enh	4.929	5.571	4.318	2.981	2.379	1.91	0.721	0.8	1.477	2.092	2.579	2.092	2.018	2.4	2.061	1.93	1.836	2.129	0	0	0	3.275	3.498	3.202	1.396	0	1.396	1.09	2.151	2.133	0.949	1.531	1.164	4.742	2.041	1.337	2.229	2.153	2.062	0	3.281	1.157	2.138	1.264	3.478	0.777	0.073	0.965	0.889	0.798	-1.264	2.017	-0.107	0.874
chr2	3985967	3986152	atac_L16187	prom_ens	+	ENSDART00000188979	-	enh	2.381	4.175	3.236	0	0	0	0.856	0.908	0.98	0.787	1.979	0.447	0.891	2.104	1.069	0.744	2.118	1.3	0	0	0	1.291	1.204	1.291	0.861	2.436	0.861	0	1.337	0.646	1.164	2.122	0.696	3.429	0	0.969	0.82	1.288	1.462	0	1.278	1.249	0.778	1.033	2.396	-1.033	-0.064	-0.213	0.255	0.429	-1.033	0.245	0.216	-0.255
chr2	4032644	4032736	atac_L16188	prom_umms	-	TCONS_00052391	-	prom	0	3.637	3.769	0	0	4.837	0.405	0.912	2.935	1.293	3.151	3.045	0.315	1.58	2.364	0.744	2.222	2.27	0	0	2.264	0	0	3.124	0	0	1.786	0.646	2.025	1.935	0	0	1.665	3.758	4.714	2.84	3.055	2.312	2.266	2.164	3.012	1.697	1.942	1.579	2.179	3.136	1.261	1.476	0.734	0.687	0.585	1.433	0.118	0.364
chr2	4208119	4208549	atac_P03105	prom_ens	+	ENSDART00000167906	-	enh	0	1.786	2.056	0	1.381	1.25	0.721	0.462	0.856	1.667	0.883	0	0.315	0.774	1.069	0.536	0.937	0.643	0	0	0	2.13	2.301	2.281	0.861	0.963	1.396	1.09	1.57	0.646	1.164	0.444	0.696	1.98	1.291	0.749	0.326	0.987	0.738	0	2.287	1.279	0.991	0.625	1.355	0.666	0.124	-0.299	0.362	0.113	-0.625	1.662	0.654	0.366
chr2	4838773	4838861	atac_L16205	prom_refseq	-	XM_021480555.1	-	prom	3.527	4.949	3.876	2.704	3.143	2.704	0.572	0	1.298	0	0	1.492	1.228	1.255	1.833	0.744	1.187	0.926	2.264	0	2.264	0	0	1.551	0.861	0	2.093	1.704	2.073	1.09	0.696	2.177	1.351	3.999	2.745	1.227	1.415	1.794	0.949	2.169	1.472	2	1.2	1.438	2.561	1.307	-0.211	-0.023	0.356	-0.49	0.73	0.033	0.562	-0.238
chr2	5135056	5135346	atac_L16210	prom_ens	-	ENSDART00000164039	-	prom	4.069	2.688	2.647	2.361	2.525	3.213	1.2	2.212	4.172	2.319	3.088	2.913	1.677	1.98	1.783	1.364	1.555	1.426	2.264	2.918	0	1.771	3.457	3.042	0	1.267	2.345	1.704	0.981	0.646	1.351	2.245	1.351	2.656	3.084	3.908	2.954	1.83	1.456	1.307	3.146	2.163	0.728	1.605	1.051	1.479	2.302	1.348	0.224	-0.15	-0.299	1.541	0.558	-0.877
chr2	5199383	5199495	atac_L16215	prom_ens	-	ENSDART00000063384	-	prom	3.388	3.916	3.769	1.25	0	4.611	0.405	0	1.39	1.964	1.389	2.42	1.882	1.897	1.501	1.7	1.325	2.129	0	0	2.264	1.771	2.408	1.961	0.861	0	1.396	1.935	1.816	1.43	0.949	1.253	0.949	3.784	4.465	1.297	2.344	1.546	2.065	2.144	2.013	1.303	1.474	0.982	2.802	3.482	0.315	1.362	0.564	1.083	1.162	1.031	0.321	0.491
chr2	5443643	5443748	atac_L16221	prom_ens	-	ENSDART00000025131	-	prom	2.381	2.588	2.056	2.361	0	2.704	1.477	1.347	3.977	2.21	2.628	3.383	0.315	0.661	3.236	1.087	1.05	2.932	0	0	3.105	1.961	0	3.759	0.861	0	2.345	1.09	0	1.43	1.164	1.983	1.351	2.116	2.583	3.858	3.326	3.117	2.829	2.979	3.626	2.231	1.341	1.424	0.691	1.159	2.433	1.902	1.693	1.405	1.555	2.202	0.806	-0.083
chr2	5836012	5836318	atac_P03114	prom_ens	-	ENSDART00000142545	-	prom	1.037	3.501	3.065	0	3.324	3.886	0.856	1.759	1.39	0.447	2.364	2.42	0	1.483	2.143	0.536	1.595	1.887	2.264	0	2.264	0	1.75	2.542	0	0	1.396	1.09	1.508	1.43	1.351	0	0.949	3.179	3.773	1.485	2.407	2.013	1.823	1.968	2.392	1.17	1.448	0.776	2.403	2.997	0.709	1.632	1.237	1.048	1.192	1.616	0.394	0.673
